date,Sarah baseline,Phase 6 locked candidate
2026-05-22,-36964.5,-275.0
2026-05-23,-36964.5,-275.0
2026-05-24,-36964.5,-275.0
2026-05-25,-37211.0,-361.0
2026-05-26,-37554.5,-504.5
2026-05-27,-38019.0,-258.0
2026-05-28,-37640.5,-279.5
2026-05-29,-37949.5,-511.5
2026-05-30,-37949.5,-511.5
2026-05-31,-37949.5,-511.5
2026-06-01,-38044.0,-311.5
2026-06-02,-37580.0,-47.5
2026-06-03,-36846.5,0.0
2026-06-04,-37347.5,0.0
2026-06-05,-38021.0,0.0
2026-06-06,-38021.0,0.0
2026-06-07,-38021.0,0.0
2026-06-08,-38267.5,-46.5
2026-06-09,-38597.5,0.0
2026-06-10,-38359.5,0.0
2026-06-11,-38634.0,0.0
2026-06-12,-38361.0,0.0
2026-06-13,-38361.0,0.0
2026-06-14,-38361.0,0.0
2026-06-15,-38408.5,0.0
2026-06-16,-38265.0,0.0
2026-06-17,-37727.0,0.0
2026-06-18,-37507.0,0.0
2026-06-19,-37707.0,0.0
2026-06-20,-37707.0,0.0
2026-06-21,-37307.0,0.0
2026-06-22,-38006.0,-149.5
2026-06-23,-37406.0,-149.5
2026-06-24,-37248.5,-243.0
2026-06-25,-38141.0,-335.5
2026-06-26,-37779.0,-458.5
2026-06-27,-37779.0,-458.5
2026-06-28,-37979.0,-458.5
2026-06-29,-37252.5,-332.0
2026-06-30,-36549.5,-229.0
2026-07-01,-36734.5,-278.5
2026-07-02,-37325.5,-78.5
2026-07-03,-37325.5,-78.5
2026-07-04,-37325.5,-78.5
2026-07-05,-36925.5,-78.5
2026-07-06,-37014.5,-78.5
2026-07-07,-36699.5,0.0
2026-07-08,-37202.0,0.0
2026-07-09,-36646.5,0.0
2026-07-10,-36246.5,0.0
2026-07-11,-36246.5,0.0
2026-07-12,-36246.5,0.0
2026-07-13,-36319.0,-109.0
2026-07-14,-35570.0,0.0
2026-07-15,-35761.0,-251.0
2026-07-16,-36440.0,-230.5
2026-07-17,-36640.0,-230.5
2026-07-18,-36640.0,-230.5
2026-07-19,-36240.0,-230.5
2026-07-20,-35407.5,0.0
2026-07-21,-35273.5,0.0
2026-07-22,-35372.5,-575.0
2026-07-23,-35339.0,-575.0
2026-07-24,-35249.0,-375.0
2026-07-25,-35249.0,-375.0
2026-07-26,-35459.5,-585.5
2026-07-27,-35258.5,-431.0
2026-07-28,-36136.5,-851.0
2026-07-29,-36598.0,-1108.0
2026-07-30,-36526.5,-1108.0
2026-07-31,-36193.0,-1098.5
2026-08-01,-36193.0,-1098.5
2026-08-02,-36193.0,-1098.5
2026-08-03,-36023.5,-1053.5
2026-08-04,-36231.0,-1261.0
2026-08-05,-35407.5,-1481.0
2026-08-06,-35663.0,-1736.5
2026-08-07,-35921.5,-1795.0
2026-08-08,-35921.5,-1795.0
2026-08-09,-35921.5,-1795.0
2026-08-10,-35826.5,-1679.5
2026-08-11,-35631.0,-1772.0
2026-08-12,-36020.0,-1853.0
2026-08-13,-36114.0,-1944.0
2026-08-14,-35596.0,-1576.5
2026-08-15,-35596.0,-1576.5
2026-08-16,-35596.0,-1576.5
2026-08-17,-35416.5,-1645.0
2026-08-18,-35773.5,-1501.5
2026-08-19,-35571.5,-1501.5
2026-08-20,-35654.0,-1507.0
2026-08-21,-35254.0,-1307.0
2026-08-22,-35254.0,-1307.0
2026-08-23,-35436.0,-1307.0
2026-08-24,-35260.5,-1419.5
2026-08-25,-35423.0,-1349.0
2026-08-26,-35081.0,-1221.5
2026-08-27,-34983.0,-1123.5
2026-08-28,-35237.5,-1110.5
2026-08-29,-35237.5,-1110.5
2026-08-30,-35237.5,-1193.5
2026-08-31,-34483.0,-1039.0
2026-09-01,-35520.5,-1388.5
2026-09-02,-35261.5,-1154.5
2026-09-03,-35530.0,-1256.5
