sess,entry,exit,high,low,bars,prior_day_ret,trend,mfe,mae,pnl,mfe_usd,mae_usd,prior_night,vol20,dow,year,month
2023-01-11,11471.75,11463.25,11491.5,11448.75,144,1.3445192626117652,0.5153205721385223,19.75,23.0,-17.5,39.5,46.0,21.5,121.20003039777272,2,2023,1
2023-01-12,11529.75,11513.5,11536.25,11471.5,144,0.3568242640499486,0.9845583937051261,6.5,58.25,-33.0,13.0,116.5,-17.5,116.95337296276837,3,2023,1
2023-01-15,11612.5,11553.0,11638.25,11510.25,144,1.6040089281806669,1.6052095674464306,25.75,102.25,-119.5,51.5,204.5,-33.0,117.15939154124935,6,2023,1
2023-01-16,11571.5,11570.25,11601.5,11530.0,144,-0.22647858159700052,1.1137220613148369,30.0,41.5,-3.0,60.0,83.0,-119.5,86.11410346621193,0,2023,1
2023-01-17,11622.0,11638.0,11693.25,11582.0,144,0.2457214294951937,1.502192288469817,71.25,40.0,31.5,142.5,80.0,-3.0,72.07806440534479,1,2023,1
2023-01-18,11470.0,11413.0,11486.75,11395.5,144,-1.8405694863079636,0.11206411637225688,16.75,74.5,-114.5,33.5,149.0,31.5,65.60947059364926,2,2023,1
2023-01-19,11405.5,11407.5,11433.0,11365.25,144,-0.41200964277887664,-0.9855685845220008,27.5,40.25,3.5,55.0,80.5,-114.5,70.55708308656325,3,2023,1
2023-01-22,11677.75,11668.25,11705.75,11650.25,144,2.165685909916215,1.6589146746862626,28.0,27.5,-19.5,56.0,55.0,3.5,70.25375060225745,6,2023,1
2023-01-23,11933.0,11900.25,11944.5,11883.75,144,1.9416438824333637,3.6849039125001593,11.5,49.25,-66.0,23.0,98.5,-19.5,68.67223352924175,0,2023,1
2023-01-24,11973.0,11767.75,11976.5,11752.75,144,0.3836424957841533,3.411300413063234,3.5,220.25,-411.0,7.0,440.5,-66.0,68.38282332805343,1,2023,1
2023-01-25,11875.0,11942.25,11963.5,11867.25,144,1.387406616862319,3.1415392886751325,88.5,7.75,134.0,177.0,15.5,-411.0,113.0780907393786,2,2023,1
2023-01-26,12050.25,12048.5,12059.5,12016.0,144,0.723929188075978,5.070892851950282,9.25,34.25,-4.0,18.5,68.5,134.0,118.00734533337982,3,2023,1
2023-01-29,12213.25,12079.0,12252.0,12055.5,144,1.4609446335187126,6.03900965481583,38.75,157.75,-269.0,77.5,315.5,-4.0,113.42670656929909,6,2023,1
2023-01-30,11984.25,11885.75,12004.5,11881.75,144,-0.9248722352113603,3.811254471987846,20.25,102.5,-197.5,40.5,205.0,-269.0,125.96412135374516,0,2023,1
2023-01-31,12121.25,12111.5,12147.75,12084.75,144,1.499050044887995,5.315354660261318,26.5,36.5,-20.0,53.0,73.0,-197.5,129.34241326193444,1,2023,1
2023-02-01,12514.0,12574.0,12606.5,12501.25,144,2.276891405043746,7.491914468622429,92.5,12.75,119.5,185.0,25.5,-20.0,124.49597330203511,2,2023,2
2023-02-02,12739.5,12653.25,12761.5,12581.75,144,1.3681346843827713,11.010889948095603,22.0,157.75,-173.0,44.0,315.5,119.5,128.84675720446072,3,2023,2
2023-02-05,12578.25,12492.25,12605.0,12466.0,144,0.38967752196905625,8.847860465036073,26.75,112.25,-172.5,53.5,224.5,-173.0,131.48965338523183,6,2023,2
2023-02-06,12517.0,12531.75,12573.75,12475.75,144,0.03397553761292915,7.777331812841726,56.75,41.25,29.0,113.5,82.5,-172.5,131.12824929494744,0,2023,2
2023-02-07,12746.0,12757.25,12809.0,12717.5,144,2.1453134996801015,9.844958406883663,63.0,28.5,22.0,126.0,57.0,29.0,131.07178627719514,1,2023,2
2023-02-08,12557.25,12718.75,12721.25,12541.5,144,-1.3391013666306129,7.736898137590753,164.0,15.75,322.5,328.0,31.5,22.0,131.08900903383804,2,2023,2
2023-02-09,12445.75,12323.5,12451.5,12300.0,144,-2.3206460867343903,6.591062990150576,5.75,145.75,-245.0,11.5,291.5,322.5,156.93767410227403,3,2023,2
2023-02-12,12353.25,12392.75,12399.25,12265.0,144,0.08715038508309014,5.740698788359722,46.0,88.25,78.5,92.0,176.5,-245.0,162.98360225882587,6,2023,2
2023-02-13,12547.75,12583.0,12598.25,12505.0,144,1.1490082244799193,7.352414498673343,50.5,42.75,70.0,101.0,85.5,78.5,165.02802592925013,0,2023,2
2023-02-14,12618.75,12579.25,12624.5,12531.0,144,1.262676874974944,7.987076774186375,5.75,87.75,-79.5,11.5,175.5,70.0,166.86634069786132,1,2023,2
2023-02-15,12743.75,12726.25,12792.5,12720.5,144,1.4398661701153115,8.733612895017506,48.75,23.25,-35.5,97.5,46.5,-79.5,166.06441957074495,2,2023,2
2023-02-16,12461.0,12357.25,12464.0,12337.75,144,-0.3373522836154552,6.4561552540857825,3.0,123.25,-208.0,6.0,246.5,-35.5,165.37821684025727,3,2023,2
2023-02-19,12383.0,12381.25,12407.0,12346.25,144,0.01614237575415789,5.539262257838007,24.0,36.75,-4.0,48.0,73.5,-208.0,168.79507195350658,6,2023,2
2023-02-20,12370.0,12267.0,12379.5,12227.25,144,-0.21986445054058557,5.172451183373461,9.5,142.75,-206.5,19.0,285.5,-4.0,169.00813395249725,0,2023,2
2023-02-21,12111.25,12101.5,12145.0,12064.5,144,-1.0692016763773848,2.807796668646678,33.75,46.75,-20.0,67.5,93.5,-206.5,172.3555077525275,1,2023,2
2023-02-22,12175.5,12188.5,12226.0,12150.5,144,-0.14232673267327023,2.755209078440024,50.5,25.0,25.5,101.0,50.0,-20.0,151.68040327228198,2,2023,2
2023-02-23,12191.25,12121.25,12214.25,12108.0,144,-0.3774816870370734,3.5454519233868886,23.0,83.25,-140.5,46.0,166.5,25.5,146.8829533120988,3,2023,2
2023-02-26,12002.25,12053.25,12078.25,11987.75,144,0.031265632816412925,1.751643809244352,76.0,14.5,101.5,152.0,29.0,-140.5,147.88041043178663,6,2023,2
2023-02-27,12092.0,12092.25,12129.0,12026.75,144,-0.3915507470376056,2.4221074945817156,37.0,65.25,0.0,74.0,130.5,101.5,142.8073117507422,0,2023,2
2023-02-28,12042.75,12133.0,12138.0,11989.25,144,0.07050431320503314,2.1349329068857337,95.25,53.5,180.0,190.5,107.0,0.0,137.84329393993207,1,2023,2
2023-03-01,11968.5,11881.75,11991.75,11831.5,144,-0.7218569146839826,1.1615795249521055,23.25,137.0,-174.0,46.5,274.0,180.0,145.40953056435936,2,2023,3
2023-03-02,12050.75,12093.25,12105.0,12012.25,144,1.7626718394197605,1.8600045417439537,54.25,38.5,84.5,108.5,77.0,-174.0,145.73980735327055,3,2023,3
2023-03-05,12307.75,12328.0,12378.5,12276.0,144,1.4648316782726933,3.7678284123558115,70.75,31.75,40.0,141.5,63.5,84.5,143.94211190248444,6,2023,3
2023-03-06,12322.5,12362.0,12381.75,12312.5,144,-0.301351023379981,3.643142122826859,59.25,10.0,78.5,118.5,20.0,40.0,139.7663910922342,0,2023,3
2023-03-07,12174.75,12196.75,12202.0,12138.5,144,-1.2556545023023724,2.158598296223424,27.25,36.25,43.5,54.5,72.5,78.5,140.88937429584132,1,2023,3
2023-03-08,12223.0,12157.75,12242.0,12136.0,144,0.3754539299563042,2.449155491784838,19.0,87.0,-131.0,38.0,174.0,43.5,141.19194428712615,2,2023,3
2023-03-09,12008.75,11994.0,12024.75,11921.5,144,-1.9577421659691785,0.3609365961957156,16.0,87.25,-30.0,32.0,174.5,-131.0,120.87973579684801,3,2023,3
2023-03-12,11888.0,11898.75,12095.75,11850.25,144,-1.4727908137793344,-1.1561004867066682,207.75,37.75,21.0,415.5,75.5,-30.0,109.50680103849349,6,2023,3
2023-03-13,11956.25,11962.0,12013.25,11931.75,144,1.3508060234054708,-0.5657784079022177,57.0,24.5,11.0,114.0,49.0,21.0,107.62416024490524,0,2023,3
2023-03-14,12203.25,12121.0,12245.25,12114.0,144,1.0226261204380416,1.4760723077057447,42.0,89.25,-165.0,84.0,178.5,11.0,105.84363777712255,1,2023,3
2023-03-15,12265.5,12274.75,12332.0,12248.5,144,1.4435804103242855,1.7794914635953063,66.5,17.0,18.0,133.0,34.0,-165.0,109.92867304709326,2,2023,3
2023-03-16,12580.75,12600.25,12636.0,12500.0,144,2.9767993780432933,4.136968468634361,55.25,80.75,38.5,110.5,161.5,18.0,110.3469975505498,3,2023,3
2023-03-19,12689.25,12653.25,12750.0,12525.5,144,2.9767993780432933,4.136968468634361,60.75,163.75,-72.5,121.5,327.5,38.5,102.14900107711588,6,2023,3
2023-03-20,12698.75,12717.75,12742.0,12676.25,144,0.5505604626292238,4.771463994043712,43.25,22.5,37.5,86.5,45.0,-72.5,103.03063864695778,0,2023,3
2023-03-21,12873.5,12839.0,12888.0,12809.5,144,0.794489452467606,5.994661991278916,14.5,64.0,-69.5,29.0,128.0,37.5,93.11485197268333,1,2023,3
2023-03-22,12698.25,12834.25,12855.0,12695.0,144,-1.3497766556612945,4.284802730395598,156.75,3.25,271.5,313.5,6.5,-69.5,94.25052003207081,2,2023,3
2023-03-23,12872.0,12796.25,12921.0,12786.0,144,-0.060287825748739365,5.267233210276756,49.0,86.0,-152.0,98.0,172.0,271.5,112.70596350915201,3,2023,3
2023-03-26,12916.0,12917.75,12976.25,12848.75,144,0.5262439823026099,5.416878718572882,60.25,67.25,3.0,120.5,134.5,-152.0,113.5252435410408,6,2023,3
2023-03-27,12812.0,12764.5,12833.5,12751.5,144,-0.9249762950635732,4.440735456649514,21.5,60.5,-95.5,43.0,121.0,3.0,111.30530559066612,0,2023,3
2023-03-28,12747.0,12851.75,12856.5,12742.0,144,-0.3404754916348729,3.696304672614814,109.5,5.0,209.0,219.0,10.0,-95.5,113.40842294440405,1,2023,3
2023-03-29,12965.0,13008.0,13012.25,12931.25,144,0.6343479019961684,5.389970928165555,47.25,33.75,85.5,94.5,67.5,209.0,116.02815844712683,2,2023,3
2023-03-30,13080.0,13081.0,13138.75,13071.5,144,0.15499722535832205,6.0558841968627375,58.75,8.5,1.5,117.5,17.0,85.5,110.10155599072583,3,2023,3
2023-04-02,13262.5,13219.5,13275.5,13199.5,144,1.5983043079743409,7.470519082304183,13.0,63.0,-86.5,26.0,126.0,1.5,108.75323346675111,6,2023,4
2023-04-03,13261.75,13344.5,13348.75,13226.25,144,0.4428379478056854,6.932661536316598,87.0,35.5,165.0,174.0,71.0,-86.5,110.40812744206445,0,2023,4
2023-04-04,13232.0,13190.25,13247.25,13176.5,144,-0.4666829754803259,6.344521426532146,15.25,55.5,-84.0,30.5,111.0,165.0,115.20120841836955,1,2023,4
2023-04-05,13075.25,13010.25,13080.0,12983.75,144,-0.7173219978745982,4.990194921587476,4.75,91.5,-130.5,9.5,183.0,-84.0,116.48791161589071,2,2023,4
2023-04-06,13164.25,13170.25,13176.0,13144.5,144,1.223846759784042,5.509077393349449,11.75,19.75,11.5,23.5,39.5,-130.5,116.45864411658617,3,2023,4
2023-04-09,13178.0,13155.0,13206.25,13107.25,144,1.223846759784042,5.509077393349449,28.25,70.75,-46.5,56.5,141.5,11.5,116.28808091613637,6,2023,4
2023-04-10,13168.75,13207.75,13209.25,13144.25,144,0.9257484570859065,5.2723121643829085,40.5,24.5,77.5,81.0,49.0,-46.5,116.65220461742354,0,2023,4
2023-04-11,13076.0,13090.25,13097.75,13038.25,144,-0.6269235153311348,4.431949132848256,21.75,37.75,28.0,43.5,75.5,77.5,117.99724294281306,1,2023,4
2023-04-12,12955.0,12997.0,13018.0,12925.25,144,-1.5068310943052055,3.3226543600669123,63.0,29.75,83.5,126.0,59.5,28.0,111.43129521203441,2,2023,4
2023-04-13,13181.0,13168.25,13217.5,13161.0,144,1.4008289837273535,5.154735186857495,36.5,20.0,-26.0,73.0,40.0,83.5,112.62028657115202,3,2023,4
2023-04-16,13210.0,13164.0,13218.0,13156.25,144,0.3158475559868368,4.791055900621122,8.0,53.75,-92.5,16.0,107.5,-26.0,112.79761510636737,6,2023,4
2023-04-17,13185.75,13273.5,13283.5,13160.0,144,0.20322500997131954,4.804877942186669,97.75,25.75,175.0,195.5,51.5,-92.5,113.6577821680874,0,2023,4
2023-04-18,13174.0,13076.25,13186.5,13065.0,144,-0.6871105589126736,4.706804672071763,12.5,109.0,-196.0,25.0,218.0,175.0,119.45001156616888,1,2023,4
2023-04-19,13166.0,13046.5,13166.0,13024.75,144,0.7508454175503054,4.551874653535859,0.0,141.25,-239.5,0.0,282.5,-196.0,127.32731081330255,2,2023,4
2023-04-20,13090.0,13068.0,13108.0,13037.25,144,0.19921081867984025,3.6610523370405046,18.0,52.75,-44.5,36.0,105.5,-239.5,123.31415539609642,3,2023,4
2023-04-23,13071.25,13070.5,13083.0,13014.25,144,0.23166318852787526,3.6548060531302218,11.75,57.0,-2.0,23.5,114.0,-44.5,119.32856013192264,6,2023,4
2023-04-24,13050.25,13003.25,13059.75,12967.5,144,-0.1376409864270678,3.3256548197606373,9.5,82.75,-94.5,19.0,165.5,-2.0,119.3049057093453,0,2023,4
2023-04-25,12929.75,12971.0,12996.75,12923.25,144,-1.3839165415559962,1.267549121728595,67.0,6.5,82.0,134.0,13.0,-94.5,119.26754532739004,1,2023,4
2023-04-26,12962.0,12987.5,13016.0,12936.0,144,-0.5231660231660218,1.7942850279490274,54.0,26.0,50.5,108.0,52.0,82.0,109.99773921121712,2,2023,4
2023-04-27,13220.0,13188.25,13236.0,13174.5,144,1.4608055518279262,4.452962516928594,16.0,45.5,-64.0,32.0,91.0,50.5,108.5560248273479,3,2023,4
2023-04-30,13316.25,13318.5,13367.25,13295.0,144,0.7809988464665851,5.08341565465662,51.0,21.25,4.0,102.0,42.5,-64.0,108.91151345545558,6,2023,4
2023-05-01,13288.5,13311.5,13334.5,13268.0,144,0.018795579279751173,4.789841367864445,46.0,20.5,45.5,92.0,41.0,4.0,107.95224333984565,0,2023,5
2023-05-02,13163.25,13208.0,13216.75,13156.5,144,-0.8739944365085295,3.724883508886201,53.5,6.75,89.0,107.0,13.5,45.5,100.38149271129292,1,2023,5
2023-05-03,13067.75,13115.25,13172.0,13043.0,144,-0.7481627396014878,2.9413151405711435,104.25,24.75,94.5,208.5,49.5,89.0,102.29529944955276,2,2023,5
2023-05-04,13059.0,13123.5,13128.0,13055.75,144,-0.2656169383348339,2.3778848703877697,69.0,3.25,128.5,138.0,6.5,94.5,101.23051794374007,3,2023,5
2023-05-07,13315.5,13314.75,13336.0,13294.25,144,1.4061191871527434,4.341564495009931,20.5,21.25,-2.0,41.0,42.5,128.5,105.42019618250518,6,2023,5
2023-05-08,13336.0,13299.75,13347.25,13284.5,144,0.4022253965867195,4.394586443595494,11.25,51.5,-73.0,22.5,103.0,-2.0,104.79655729580347,0,2023,5
2023-05-09,13261.5,13236.75,13286.5,13202.0,144,-0.11294330246216511,3.4975477260146937,25.0,59.5,-50.0,50.0,119.0,-73.0,104.70865281190565,1,2023,5
2023-05-10,13408.5,13453.75,13464.0,13403.5,144,0.3291750051433562,4.410655831195864,55.5,5.0,90.0,111.0,10.0,-50.0,104.95829685616737,2,2023,5
2023-05-11,13444.0,13475.5,13494.75,13444.0,144,0.14895360095330545,4.467993615542709,50.75,0.0,62.5,101.5,0.0,90.0,105.26151643457,3,2023,5
2023-05-14,13379.25,13431.75,13447.5,13350.0,144,-0.5234727404354822,3.8504246920183505,68.25,29.25,104.5,136.5,58.5,62.5,106.24317625146561,6,2023,5
2023-05-15,13466.75,13465.5,13492.0,13438.25,144,0.4117986844802246,4.202721940311616,25.25,28.5,-3.0,50.5,57.0,104.5,106.5258153787393,0,2023,5
2023-05-16,13500.5,13511.0,13523.0,13474.0,144,0.34049679039911407,4.091710649442093,22.5,26.5,20.5,45.0,53.0,-3.0,99.01194438843697,1,2023,5
2023-05-17,13641.5,13665.75,13677.0,13628.25,144,0.88539741219964,5.133814027242067,35.5,13.25,48.0,71.0,26.5,20.5,87.75067850989733,2,2023,5
2023-05-18,13908.25,13917.25,13960.5,13888.25,144,1.7266318776892886,6.736720444237454,52.25,20.0,17.5,104.5,40.0,48.0,65.45112177881484,3,2023,5
2023-05-21,13813.75,13838.75,13879.25,13794.25,144,-0.28601752082171306,6.229015591702836,65.5,19.5,49.5,131.0,39.0,17.5,63.45766823556254,6,2023,5
2023-05-22,13911.5,13884.25,13977.25,13879.25,144,0.4116043543407999,6.281827127939077,65.75,32.25,-55.0,131.5,64.5,49.5,63.24534515844238,0,2023,5
2023-05-23,13732.0,13709.75,13755.75,13689.25,144,-0.7663804789878048,4.604734678448241,23.75,42.75,-45.0,47.5,85.5,-55.0,59.6684865693246,1,2023,5
2023-05-24,13871.25,13905.5,13907.5,13803.0,144,0.07879643033845696,3.7852128400707397,36.25,68.25,68.0,72.5,136.5,-45.0,60.81137250807431,2,2023,5
2023-05-25,13981.75,13980.25,13996.0,13924.75,144,0.1648184310002021,5.963611029721982,14.25,57.0,-3.5,28.5,114.0,68.0,61.31197187121638,3,2023,5
2023-05-28,14418.25,14396.75,14446.0,14384.0,144,2.24889427878443,8.318533912714908,27.75,34.25,-43.5,55.5,68.5,-3.5,58.015758975244566,6,2023,5
2023-05-29,14402.0,14496.75,14508.5,14378.25,144,0.19299648781165857,8.571056058651184,106.5,23.75,189.0,213.0,47.5,-43.5,60.052192212055594,0,2023,5
2023-05-30,14398.0,14370.5,14430.0,14332.0,144,-0.7787732598208086,8.223383527374196,32.0,66.0,-55.5,64.0,132.0,189.0,70.09322269963793,1,2023,5
2023-05-31,14290.0,14305.0,14333.75,14248.0,144,-0.19713543029604708,7.279429083211686,43.75,42.0,29.5,87.5,84.0,-55.5,71.59215628897658,2,2023,5
2023-06-01,14494.5,14541.75,14564.25,14473.75,144,1.225674470652005,8.27756491996916,69.75,20.75,94.0,139.5,41.5,29.5,69.82498798688337,3,2023,6
2023-06-04,14582.75,14535.0,14584.25,14512.75,144,0.2475375174049832,8.786774787479935,1.5,70.0,-96.0,3.0,140.0,94.0,67.49071573576843,6,2023,6
2023-06-05,14582.0,14577.75,14616.0,14556.5,144,0.13041836839757792,8.57397618554967,34.0,25.5,-9.0,68.0,51.0,-96.0,72.3568050486068,0,2023,6
2023-06-06,14593.5,14562.0,14602.0,14537.5,144,0.15967584087357434,8.26038463465646,8.5,56.0,-63.5,17.0,112.0,-9.0,69.50631834210232,1,2023,6
2023-06-07,14318.75,14345.5,14348.75,14257.0,144,-1.7835115131578982,6.135913659016512,30.0,61.75,53.0,60.0,123.5,-63.5,70.2894204811715,2,2023,6
2023-06-08,14518.75,14499.25,14519.0,14460.25,144,1.1316280448466554,7.138964778988943,0.25,58.5,-39.5,0.5,117.0,53.0,68.82024640895628,3,2023,6
2023-06-11,14561.5,14626.75,14654.0,14553.75,144,-0.03777018558895895,7.321254124195886,92.5,7.75,130.0,185.0,15.5,-39.5,69.13545057577751,6,2023,6
2023-06-12,14825.0,14863.5,14902.25,14809.0,144,1.2309586090167635,8.897558205230816,77.25,16.0,76.5,154.5,32.0,130.0,71.118410341301,0,2023,6
2023-06-13,14928.0,14944.25,14968.0,14897.0,144,-0.0117347280895852,9.431291203004832,40.0,31.0,32.0,80.0,62.0,76.5,72.31373531902123,1,2023,6
2023-06-14,15041.0,14926.75,15044.75,14911.75,144,0.7109203400345487,9.912611559516593,3.75,129.25,-229.0,7.5,258.5,32.0,72.3782598575013,2,2023,6
2023-06-15,15193.75,15213.75,15225.5,15130.25,144,1.5560235325578375,10.847283116909656,31.75,63.5,39.5,63.5,127.0,-229.0,90.68837257913837,3,2023,6
2023-06-18,15302.5,15273.5,15321.75,15252.5,144,1.5560235325578375,10.847283116909656,19.25,50.0,-58.5,38.5,100.0,39.5,90.98124083683686,6,2023,6
2023-06-19,15242.25,15190.75,15257.75,15168.75,144,-0.08851733464469991,10.855957641533177,15.5,73.5,-103.5,31.0,147.0,-58.5,91.4719219214289,0,2023,6
2023-06-20,15247.0,15247.5,15273.0,15215.0,144,0.27115858668858017,10.635996962428539,26.0,32.0,0.5,52.0,64.0,-103.5,93.64272810162983,1,2023,6
2023-06-21,15042.0,15020.5,15057.75,14968.0,144,-1.0278421892216394,8.81482927958226,15.75,74.0,-43.5,31.5,148.0,0.5,93.08774510897591,2,2023,6
2023-06-22,15236.0,15119.0,15236.5,15090.5,144,1.5468820398151006,9.672140601796464,0.5,145.5,-234.5,1.0,291.0,-43.5,92.16831000089475,3,2023,6
2023-06-25,15058.25,15030.75,15114.5,14998.0,144,0.11134376973442883,8.278610763908745,56.25,60.25,-55.5,112.5,120.5,-234.5,105.476812118763,6,2023,6
2023-06-26,14874.75,14917.75,14925.0,14862.5,144,-1.1854881617451407,6.565722312654243,50.25,12.25,85.5,100.5,24.5,-55.5,105.67183561434547,0,2023,6
2023-06-27,15087.0,15043.0,15092.75,15021.25,144,1.2803539407752584,8.068468576725675,5.75,65.75,-88.5,11.5,131.5,85.5,97.24019027780203,1,2023,6
2023-06-28,15160.5,15174.5,15184.75,15114.5,144,0.7318939419142412,7.987101035469313,24.25,46.0,27.5,48.5,92.0,-88.5,98.1079527598901,2,2023,6
2023-06-29,15107.0,15170.0,15180.5,15098.75,144,-0.10417355645214732,7.4343128973458406,73.5,8.25,125.5,147.0,16.5,27.5,98.05152713591052,3,2023,6
2023-07-02,15331.5,15373.25,15392.0,15328.0,144,0.5196125034832022,8.705864167658461,60.5,3.5,83.0,121.0,7.0,125.5,100.27657804922914,6,2023,7
2023-07-03,15356.5,15351.75,15374.75,15333.0,144,0.006512324574248218,8.537508927583826,18.25,23.5,-10.0,36.5,47.0,83.0,101.35822351286646,0,2023,7
2023-07-04,15345.5,15267.25,15356.5,15255.25,144,-0.12204250333582856,8.105242467559082,11.0,90.25,-157.0,22.0,180.5,-10.0,101.35608153020657,1,2023,7
2023-07-05,15355.0,15299.75,15365.75,15263.5,144,0.43154178109061636,7.825074875599269,10.75,91.5,-111.0,21.5,183.0,-157.0,105.83381647907393,2,2023,7
2023-07-06,15214.0,15215.0,15243.75,15176.75,144,0.26158199526191694,6.6006220803904725,29.75,37.25,1.5,59.5,74.5,-111.0,106.36870768080337,3,2023,7
2023-07-09,15195.75,15124.5,15207.0,15078.0,144,-0.24473169850368626,5.9456117716260914,11.25,117.75,-143.0,22.5,235.5,1.5,106.50049110338948,6,2023,7
2023-07-10,15192.75,15221.25,15238.0,15175.75,144,0.1417387721466934,5.717305164786479,45.25,17.0,56.5,90.5,34.0,-143.0,103.10034394245548,0,2023,7
2023-07-11,15260.0,15296.0,15304.25,15253.25,144,0.37495066438626434,5.907506703808441,44.25,6.75,71.5,88.5,13.5,56.5,102.02139545986878,1,2023,7
2023-07-12,15459.75,15543.25,15557.75,15455.75,144,0.1393344350474779,6.9105803559073475,98.0,4.0,166.5,196.0,8.0,71.5,103.83692933988769,2,2023,7
2023-07-13,15699.5,15691.0,15739.25,15681.0,144,0.83461736004109,8.277552055918802,39.75,18.5,-17.5,79.5,37.0,166.5,103.03446983259629,3,2023,7
2023-07-16,15690.25,15689.25,15728.5,15661.0,144,-0.1176732500079547,7.862016572545838,38.25,29.25,-2.5,76.5,58.5,-17.5,102.1631145457312,6,2023,7
2023-07-17,15827.0,15830.75,15843.75,15798.25,144,0.7310987142198799,8.4600517426612,16.75,28.75,7.0,33.5,57.5,-2.5,101.82573800887776,0,2023,7
2023-07-18,15952.0,16002.5,16010.0,15944.5,144,0.9974707556117623,8.945720677707136,58.0,7.5,100.5,116.0,15.0,7.0,99.88896467156859,1,2023,7
2023-07-19,15925.75,15833.0,15925.75,15817.0,144,-0.34659880407800214,8.441881682158204,0.0,108.75,-186.0,0.0,217.5,100.5,102.99675518649775,2,2023,7
2023-07-20,15594.0,15646.75,15664.75,15554.25,144,-1.5520644193573907,5.619988928466646,70.75,39.75,105.0,141.5,79.5,-186.0,110.32970623974012,3,2023,7
2023-07-23,15555.75,15582.5,15594.75,15527.0,144,-0.9593319734829131,4.980412665080225,39.0,28.75,53.0,78.0,57.5,105.0,100.28248259685962,6,2023,7
2023-07-24,15569.25,15621.0,15628.5,15549.0,144,-0.09468177295631763,4.850808861127032,59.25,20.25,103.0,118.5,40.5,53.0,99.88807881561075,0,2023,7
2023-07-25,15725.25,15645.5,15739.5,15619.75,144,0.5019645577740262,5.2351586319093535,14.25,105.5,-160.0,28.5,211.0,103.0,100.67280247363097,1,2023,7
2023-07-26,15639.25,15799.5,15809.75,15631.25,144,-0.03681354738543918,4.57634974387553,170.5,8.0,320.0,341.0,16.0,-160.0,105.48138710841724,2,2023,7
2023-07-27,15584.0,15696.5,15701.75,15546.5,144,-1.7003204875199351,3.9905696332972918,117.75,37.5,224.5,235.5,75.0,320.0,126.79162349884817,3,2023,7
2023-07-30,15849.5,15839.5,15916.5,15791.25,144,0.7084762994027161,5.607959559870768,67.0,58.25,-20.5,134.0,116.5,224.5,132.9001900913455,6,2023,7
2023-07-31,15867.5,15807.5,15889.0,15785.25,144,0.017338944846390092,5.416247313174893,21.5,82.25,-120.5,43.0,164.5,-20.5,132.5477346984255,0,2023,7
2023-08-01,15769.5,15641.75,15790.0,15591.5,144,0.12819295413541987,4.84253981868854,20.5,178.0,-256.0,41.0,356.0,-120.5,136.12212976047024,1,2023,8
2023-08-02,15452.5,15417.25,15507.5,15339.25,144,-1.2749118412024751,2.294483518009671,55.0,113.25,-71.0,110.0,226.5,-256.0,144.24637184162958,2,2023,8
2023-08-03,15444.0,15524.5,15561.0,15429.0,144,0.47368678072046144,1.8104324188802146,117.0,15.0,160.5,234.0,30.0,-71.0,142.75582760710492,3,2023,8
2023-08-06,15369.75,15431.5,15466.25,15365.0,144,-0.987960739439453,1.1478038212709762,96.5,4.75,123.0,193.0,9.5,160.5,146.54089603426854,6,2023,8
2023-08-07,15490.75,15421.5,15498.0,15401.0,144,0.3401636024945365,1.8344838243538053,7.25,89.75,-139.0,14.5,179.5,123.0,143.04067327346547,0,2023,8
2023-08-08,15351.5,15400.75,15432.75,15343.5,144,-0.19019132922606374,0.8134032568968497,81.25,8.0,98.0,162.5,16.0,-139.0,147.9356434577656,1,2023,8
2023-08-09,15202.25,15281.75,15294.0,15198.0,144,-1.1750728317302173,-0.40392171142348277,91.75,4.25,158.5,183.5,8.5,98.0,148.50975512881647,2,2023,8
2023-08-10,15218.75,15158.25,15266.75,15142.75,144,-0.6568090842251406,-0.3868991644052855,48.0,76.0,-121.5,96.0,152.0,158.5,148.11713003743455,3,2023,8
2023-08-13,15105.0,15144.0,15223.5,15020.0,144,0.06460590398569277,-1.1202929216174717,118.5,85.0,77.5,237.0,170.0,-121.5,151.43909666925506,6,2023,8
2023-08-14,15281.75,15212.25,15335.0,15187.25,144,1.3571807804618974,-0.0896886801895258,53.25,94.5,-139.5,106.5,189.0,77.5,151.902704317426,0,2023,8
2023-08-15,15113.0,15118.5,15165.5,15081.75,144,-0.7865353037766809,-1.2507056322775822,52.5,31.25,10.5,105.0,62.5,-139.5,156.17681233309347,1,2023,8
2023-08-16,14942.5,14974.75,14982.5,14887.5,144,-0.9300552064855139,-2.3796571738487593,40.0,55.0,64.0,80.0,110.0,10.5,154.8893047002481,2,2023,8
2023-08-17,14750.0,14731.5,14791.0,14717.75,144,-1.4822348566950638,-3.529669916303557,41.0,32.25,-37.5,82.0,64.5,64.0,148.09505082529714,3,2023,8
2023-08-20,14763.25,14839.0,14846.0,14720.5,144,0.8081601968288776,-3.703186260668778,82.75,42.75,151.0,165.5,85.5,-37.5,147.3926103267981,6,2023,8
2023-08-21,14972.0,15067.75,15074.75,14943.0,144,1.2053887969747157,-2.21256549285207,102.75,29.0,191.0,205.5,58.0,151.0,150.27593041853999,0,2023,8
2023-08-22,14964.0,15055.0,15083.0,14955.25,144,-0.871336988752136,-2.407162777043892,119.0,8.75,181.5,238.0,17.5,191.0,154.03674373685197,1,2023,8
