date,Sarah baseline,P4 · 1h reference,P4 · no BOS,P4 · normal RVOL,P4 · low impulse volume,P4 · first Sarah test,P4 · first physical touch,P4 · width ≤0.5 ATR,P4 · opposing room,P5 · first touch + opposing,P5 · first touch + width,P5 · first touch + low volume
2019-08-21,0.0,-1.1355421686746987,-0.27419354838709675,-0.05357142857142857,-4.006756756756757,-0.3375796178343949,0.0457516339869281,2.022935779816514,-0.2517605633802817,0.39341085271317827,2.406862745098039,-3.861111111111111
2019-08-22,-0.16473988439306358,-1.1234756097560976,-0.2807377049180328,-0.5,-3.607142857142857,-0.31451612903225806,0.07450331125827815,2.1828703703703702,-0.06607142857142857,0.6082677165354331,2.5816831683168315,-3.4411764705882355
2019-08-23,-0.7779329608938548,-1.551775147928994,-0.602,-0.9420289855072463,-3.607142857142857,-0.9323899371069182,-0.5693548387096774,1.9272727272727272,-0.4084507042253521,0.22093023255813954,2.3009708737864076,-3.4411764705882355
2019-08-24,-0.7779329608938548,-1.551775147928994,-0.602,-0.9420289855072463,-3.607142857142857,-0.9323899371069182,-0.5693548387096774,1.9272727272727272,-0.4084507042253521,0.22093023255813954,2.3009708737864076,-3.4411764705882355
2019-08-25,-1.0977653631284916,-1.8426470588235293,-1.001984126984127,-0.9420289855072463,-3.607142857142857,-0.9323899371069182,-0.5693548387096774,1.9272727272727272,-0.4084507042253521,0.22093023255813954,2.3009708737864076,-3.4411764705882355
2019-08-26,-0.44305555555555554,-2.56140350877193,-1.6626984126984128,-1.25,-4.659722222222222,-1.70625,-0.8120915032679739,2.1588785046728973,-0.7356115107913669,-0.125,2.56,-4.5285714285714285
2019-08-27,-0.5522598870056498,-2.6751497005988023,-1.5609756097560976,-1.2427536231884058,-4.113636363636363,-1.8060897435897436,-0.8926174496644296,2.2285714285714286,-1.1032608695652173,-0.3709677419354839,2.642857142857143,-3.953125
2019-08-28,-0.26857142857142857,-2.687125748502994,-1.5772357723577235,-1.0404411764705883,-4.621428571428571,-1.8189102564102564,-0.9060402684563759,2.053738317757009,-1.1177536231884058,-0.3870967741935484,2.4475,-4.485294117647059
2019-08-29,-0.42428571428571427,-2.772590361445783,-1.2334710743801653,-1.0404411764705883,-4.621428571428571,-1.9048387096774193,-0.9898648648648649,1.9259259259259258,-0.8813868613138686,-0.11788617886178862,2.3069306930693068,-4.485294117647059
2019-08-30,-0.6709039548022598,-3.0044642857142856,-1.2334710743801653,-1.4456521739130435,-4.621428571428571,-2.1640127388535033,-1.2733333333333334,1.9259259259259258,-0.9873188405797102,-0.24193548387096775,2.3069306930693068,-4.485294117647059
2019-08-31,-0.6235795454545454,-2.968562874251497,-1.16875,-1.4456521739130435,-4.621428571428571,-2.1201923076923075,-1.221476510067114,2.02803738317757,-0.9288321167883211,-0.17073170731707318,2.42,-4.485294117647059
2019-09-01,-1.0589080459770115,-3.5421686746987953,-1.2086776859504131,-1.4456521739130435,-4.621428571428571,-2.729032258064516,-1.8530405405405406,1.0373831775700935,-1.6139705882352942,-0.9282786885245902,1.36,-4.485294117647059
2019-09-02,-0.8706896551724138,-3.4352409638554215,-1.2458677685950412,-1.3639705882352942,-4.8125,-2.6666666666666665,-1.7936241610738255,0.8819444444444444,-1.717153284671533,-1.127016129032258,1.0735294117647058,-4.685714285714286
2019-09-03,-1.015625,-3.663173652694611,-1.5758196721311475,-2.7355072463768115,-4.8125,-2.9140127388535033,-1.9983221476510067,0.7337962962962963,-2.566546762589928,-2.002,0.9166666666666666,-4.685714285714286
2019-09-04,-0.8531073446327684,-2.930722891566265,-0.6157024793388429,-0.9738805970149254,-2.0592105263157894,-2.173076923076923,-1.2111486486486487,1.7777777777777777,-1.6775362318840579,-1.0625,1.9558823529411764,-1.864864864864865
2019-09-05,-1.235632183908046,-3.663109756097561,-0.8078512396694215,-2.1,-2.2884615384615383,-3.153225806451613,-2.238095238095238,0.6990740740740741,-2.7224264705882355,-2.2172131147540983,0.8137254901960784,-2.1052631578947367
2019-09-06,-1.2669491525423728,-3.7080838323353293,-0.9375,-2.1704545454545454,-2.2884615384615383,-3.2104430379746836,-2.316666666666667,0.5409090909090909,-2.7989130434782608,-2.310483870967742,0.6442307692307693,-2.1052631578947367
2019-09-07,-1.2669491525423728,-3.7080838323353293,-0.9375,-2.1704545454545454,-2.2884615384615383,-3.2104430379746836,-2.316666666666667,0.5409090909090909,-2.7989130434782608,-2.310483870967742,0.6442307692307693,-2.1052631578947367
2019-09-08,-1.3942857142857144,-3.6234939759036147,-0.8008130081300813,-2.1704545454545454,-2.2884615384615383,-3.2104430379746836,-2.316666666666667,0.5409090909090909,-2.68978102189781,-2.310483870967742,0.6442307692307693,-2.1052631578947367
2019-09-09,-1.6077586206896552,-3.340909090909091,-0.7148760330578512,-2.2574626865671643,-2.2302631578947367,-2.910828025477707,-1.99496644295302,0.6620370370370371,-2.640740740740741,-2.25,0.7745098039215687,-2.0405405405405403
2019-09-10,-1.3764367816091954,-3.6511976047904193,-1.1189516129032258,-2.7761194029850746,-2.75,-3.242138364779874,-2.3333333333333335,0.6674311926605505,-2.5444444444444443,-2.270661157024793,0.8431372549019608,-2.5789473684210527
