session,year,confirm_brackets,direction,side,prior_val,prior_vah,va_width,open,trigger_bracket,entry_time,entry,target,stop,distance_points,distance_rel,traversed,traversed_bars,traversed_before_trigger,outcome,exit_price,gross_points,net_points,net_dollars
2021-04-27,2021,2,short,-1,17348.0,17414.0,66.0,17447.0,4,2021-04-27 15:59:00+00:00,17386.5,17348.0,17419.0,38.5,0.5833333333333334,False,,True,session_close,17374.0,12.5,10.75,21.5
2021-05-13,2021,2,short,-1,16414.0,16540.0,126.0,16543.75,8,2021-05-13 17:59:00+00:00,16462.75,16414.0,16545.0,48.75,0.3869047619047619,False,,False,stop,16545.0,-82.25,-84.0,-168.0
2021-05-21,2021,2,short,-1,16841.0,16941.0,100.0,16974.5,3,2021-05-21 15:29:00+00:00,16862.0,16841.0,16946.0,21.0,0.21,True,26.0,False,target,16841.0,21.0,19.25,38.5
2021-05-25,2021,2,short,-1,17026.0,17108.0,82.0,17123.5,4,2021-05-25 15:59:00+00:00,17065.5,17026.0,17113.0,39.5,0.4817073170731707,False,,False,session_close,17079.0,-13.5,-15.25,-30.5
2021-06-15,2021,2,short,-1,17412.0,17480.0,68.0,17535.5,8,2021-06-15 17:59:00+00:00,17465.0,17412.0,17485.0,53.0,0.7794117647058824,False,,False,session_close,17452.75,12.25,10.5,21.0
2021-07-14,2021,2,short,-1,18274.0,18370.0,96.0,18394.75,5,2021-07-14 16:29:00+00:00,18349.5,18274.0,18375.0,75.5,0.7864583333333334,False,,False,session_close,18320.0,29.5,27.75,55.5
2021-07-16,2021,2,short,-1,18154.0,18244.0,90.0,18255.0,7,2021-07-16 17:29:00+00:00,18184.5,18154.0,18249.0,30.5,0.3388888888888889,True,31.0,True,target,18154.0,30.5,28.75,57.5
2021-08-11,2021,2,short,-1,18428.0,18508.0,80.0,18524.0,2,2021-08-11 14:59:00+00:00,18435.0,18428.0,18513.0,7.0,0.0875,True,3.0,False,target,18428.0,7.0,5.25,10.5
2021-09-03,2021,2,long,1,19010.0,19082.0,72.0,18981.25,3,2021-09-03 15:29:00+00:00,19068.5,19082.0,19005.0,13.5,0.1875,True,94.0,True,target,19082.0,13.5,11.75,23.5
2021-09-09,2021,2,short,-1,18986.0,19054.0,68.0,19055.75,10,2021-09-09 18:59:00+00:00,19022.75,18986.0,19059.0,36.75,0.5404411764705882,True,55.0,True,target,18986.0,36.75,35.0,70.0
2021-09-16,2021,2,short,-1,18743.0,18858.0,115.0,18876.75,2,2021-09-16 14:59:00+00:00,18821.75,18743.0,18863.0,78.75,0.6847826086956522,False,,False,stop,18863.0,-41.25,-43.0,-86.0
2021-10-06,2021,2,long,1,18054.0,18186.0,132.0,17956.75,9,2021-10-06 18:29:00+00:00,18174.25,18186.0,18049.0,11.75,0.08901515151515152,True,86.0,False,target,18186.0,11.75,10.0,20.0
2021-10-11,2021,2,long,1,18256.0,18324.0,68.0,18183.5,4,2021-10-11 15:59:00+00:00,18297.5,18324.0,18251.0,26.5,0.3897058823529412,False,,True,stop,18251.0,-46.5,-48.25,-96.5
2021-10-20,2021,2,short,-1,18744.0,18812.0,68.0,18854.0,9,2021-10-20 18:29:00+00:00,18802.75,18744.0,18817.0,58.75,0.8639705882352942,False,,False,stop,18817.0,-14.25,-16.0,-32.0
2021-10-21,2021,2,long,1,18805.0,18869.0,64.0,18782.0,5,2021-10-21 16:29:00+00:00,18860.75,18869.0,18800.0,8.25,0.12890625,True,27.0,True,target,18869.0,8.25,6.5,13.0
2021-10-29,2021,2,long,1,19112.0,19192.0,80.0,19066.5,4,2021-10-29 15:59:00+00:00,19172.5,19192.0,19107.0,19.5,0.24375,True,10.0,False,target,19192.0,19.5,17.75,35.5
2021-11-15,2021,2,short,-1,19496.0,19648.0,152.0,19676.0,3,2021-11-15 16:29:00+00:00,19598.0,19496.0,19653.0,102.0,0.6710526315789473,False,,False,session_close,19623.5,-25.5,-27.25,-54.5
2021-12-01,2021,2,short,-1,19504.0,19668.0,164.0,19773.5,10,2021-12-01 19:59:00+00:00,19566.0,19504.0,19673.0,62.0,0.3780487804878049,True,9.0,False,target,19504.0,62.0,60.25,120.5
2021-12-08,2021,2,short,-1,19670.0,19762.0,92.0,19765.25,3,2021-12-08 16:29:00+00:00,19753.75,19670.0,19767.0,83.75,0.9103260869565217,False,,False,stop,19767.0,-13.25,-15.0,-30.0
2021-12-16,2021,2,short,-1,19190.0,19414.0,224.0,19749.5,7,2021-12-16 18:29:00+00:00,19387.5,19190.0,19419.0,197.5,0.8816964285714286,False,,False,session_close,19290.25,97.25,95.5,191.0
2021-12-17,2021,2,long,1,19222.0,19548.0,326.0,19140.0,9,2021-12-17 19:29:00+00:00,19279.25,19548.0,19217.0,268.75,0.8243865030674846,False,,False,stop,19217.0,-62.25,-64.0,-128.0
2021-12-28,2021,2,short,-1,19894.0,19990.0,96.0,20028.0,5,2021-12-28 17:29:00+00:00,19935.75,19894.0,19995.0,41.75,0.4348958333333333,True,93.0,False,target,19894.0,41.75,40.0,80.0
2022-01-14,2022,2,long,1,18886.0,19238.0,352.0,18816.5,10,2022-01-14 19:59:00+00:00,18924.5,19238.0,18881.0,313.5,0.890625,False,,False,session_close,19020.0,95.5,93.75,187.5
2022-01-20,2022,2,long,1,18606.0,18792.0,186.0,18596.0,2,2022-01-20 15:59:00+00:00,18737.25,18792.0,18601.0,54.75,0.29435483870967744,False,,False,stop,18601.0,-136.25,-138.0,-276.0
2022-01-28,2022,2,long,1,17530.0,17834.0,304.0,17495.0,5,2022-01-28 17:29:00+00:00,17650.75,17834.0,17525.0,183.25,0.602796052631579,True,207.0,False,stop,17525.0,-125.75,-127.5,-255.0
2022-02-04,2022,2,long,1,18072.0,18220.0,148.0,17945.5,8,2022-02-04 18:59:00+00:00,18171.75,18220.0,18067.0,48.25,0.3260135135135135,True,67.0,False,target,18220.0,48.25,46.5,93.0
2022-02-07,2022,2,short,-1,17862.0,18122.0,260.0,18134.5,5,2022-02-07 17:29:00+00:00,18019.25,17862.0,18127.0,157.25,0.6048076923076923,False,,False,stop,18127.0,-107.75,-109.5,-219.0
2022-02-08,2022,2,long,1,18057.0,18209.0,152.0,17942.75,5,2022-02-08 17:29:00+00:00,18127.25,18209.0,18052.0,81.75,0.537828947368421,False,,False,stop,18052.0,-75.25,-77.0,-154.0
2022-02-24,2022,2,long,1,17034.0,17364.0,330.0,16501.0,11,2022-02-24 20:29:00+00:00,17239.75,17364.0,17029.0,124.25,0.3765151515151515,True,7.0,False,target,17364.0,124.25,122.5,245.0
2022-03-03,2022,2,short,-1,17502.0,17712.0,210.0,17778.75,8,2022-03-03 18:59:00+00:00,17554.25,17502.0,17717.0,52.25,0.2488095238095238,True,47.0,True,target,17502.0,52.25,50.5,101.0
2022-03-08,2022,2,long,1,16856.0,17130.0,274.0,16714.25,7,2022-03-08 18:29:00+00:00,16952.25,17130.0,16851.0,177.75,0.6487226277372263,False,,False,stop,16851.0,-101.25,-103.0,-206.0
2022-03-11,2022,2,short,-1,16892.0,17032.0,140.0,17138.75,2,2022-03-11 15:59:00+00:00,16999.25,16892.0,17037.0,107.25,0.7660714285714286,True,31.0,False,target,16892.0,107.25,105.5,211.0
2022-03-21,2022,2,short,-1,17568.0,17776.0,208.0,17801.5,8,2022-03-21 17:59:00+00:00,17692.75,17568.0,17781.0,124.75,0.5997596153846154,False,,False,stop,17781.0,-88.25,-90.0,-180.0
2022-03-23,2022,2,long,1,18006.0,18110.0,104.0,17961.5,4,2022-03-23 15:59:00+00:00,18082.5,18110.0,18001.0,27.5,0.2644230769230769,True,4.0,False,target,18110.0,27.5,25.75,51.5
2022-03-25,2022,2,short,-1,17934.0,18124.0,190.0,18193.0,5,2022-03-25 16:29:00+00:00,18083.5,17934.0,18129.0,149.5,0.7868421052631579,False,,False,stop,18129.0,-45.5,-47.25,-94.5
2022-04-12,2022,2,short,-1,17474.0,17564.0,90.0,17629.5,7,2022-04-12 17:29:00+00:00,17513.5,17474.0,17569.0,39.5,0.4388888888888889,True,16.0,False,target,17474.0,39.5,37.75,75.5
2022-04-13,2022,2,long,1,17497.0,17695.0,198.0,17383.25,5,2022-04-13 16:29:00+00:00,17594.75,17695.0,17492.0,100.25,0.5063131313131313,True,185.0,False,target,17695.0,100.25,98.5,197.0
2022-06-06,2022,2,short,-1,15942.0,16056.0,114.0,16171.5,7,2022-06-06 17:29:00+00:00,16015.25,15942.0,16061.0,73.25,0.6425438596491229,False,,False,stop,16061.0,-45.75,-47.5,-95.0
2022-06-07,2022,2,long,1,15974.0,16154.0,180.0,15887.75,3,2022-06-07 15:29:00+00:00,16028.0,16154.0,15969.0,126.0,0.7,True,260.0,False,target,16154.0,126.0,124.25,248.5
2022-07-14,2022,2,long,1,15070.0,15244.0,174.0,15039.75,9,2022-07-14 18:29:00+00:00,15200.75,15244.0,15065.0,43.25,0.24856321839080459,False,,False,session_close,15197.25,-3.5,-5.25,-10.5
2022-08-08,2022,2,short,-1,16538.0,16634.0,96.0,16662.0,7,2022-08-08 17:29:00+00:00,16585.5,16538.0,16639.0,47.5,0.4947916666666667,True,36.0,False,target,16538.0,47.5,45.75,91.5
2022-08-31,2022,2,short,-1,15660.0,15776.0,116.0,15874.25,8,2022-08-31 17:59:00+00:00,15710.25,15660.0,15781.0,50.25,0.4331896551724138,False,,False,stop,15781.0,-70.75,-72.5,-145.0
2022-09-02,2022,2,short,-1,15428.0,15572.0,144.0,15802.25,9,2022-09-02 18:29:00+00:00,15543.25,15428.0,15577.0,115.25,0.8003472222222222,False,,False,session_close,15507.5,35.75,34.0,68.0
2022-10-03,2022,2,long,1,14474.0,14624.0,150.0,14425.25,3,2022-10-03 15:29:00+00:00,14546.25,14624.0,14469.0,77.75,0.5183333333333333,True,169.0,False,target,14624.0,77.75,76.0,152.0
2022-10-14,2022,2,short,-1,13993.0,14462.0,469.0,14500.5,2,2022-10-14 14:59:00+00:00,14237.25,13993.0,14467.0,244.25,0.5207889125799574,False,,False,session_close,14067.75,169.5,167.75,335.5
2022-10-21,2022,2,long,1,14438.0,14644.0,206.0,14364.25,6,2022-10-21 16:59:00+00:00,14553.0,14644.0,14433.0,91.0,0.441747572815534,True,133.0,False,target,14644.0,91.0,89.25,178.5
2022-11-17,2022,2,long,1,15046.0,15106.0,60.0,14871.25,8,2022-11-17 18:59:00+00:00,15066.0,15106.0,15041.0,40.0,0.6666666666666666,False,,False,stop,15041.0,-25.0,-26.75,-53.5
2022-11-18,2022,2,short,-1,14894.0,15014.0,120.0,15157.75,6,2022-11-18 17:59:00+00:00,14953.25,14894.0,15019.0,59.25,0.49375,False,,False,stop,15019.0,-65.75,-67.5,-135.0
2022-12-20,2022,2,long,1,14358.0,14472.0,114.0,14331.0,8,2022-12-20 18:59:00+00:00,14386.5,14472.0,14353.0,85.5,0.75,False,,False,session_close,14373.0,-13.5,-15.25,-30.5
2023-01-13,2023,2,long,1,14637.0,14751.0,114.0,14622.0,3,2023-01-13 16:29:00+00:00,14682.75,14751.0,14632.0,68.25,0.5986842105263158,True,131.0,False,target,14751.0,68.25,66.5,133.0
2023-02-03,2023,2,long,1,15914.0,16054.0,140.0,15772.0,6,2023-02-03 17:59:00+00:00,15925.5,16054.0,15909.0,128.5,0.9178571428571428,False,,True,stop,15909.0,-16.5,-18.25,-36.5
2023-02-08,2023,2,short,-1,15673.0,15849.0,176.0,15911.25,4,2023-02-08 16:59:00+00:00,15778.25,15673.0,15854.0,105.25,0.5980113636363636,False,,False,session_close,15741.0,37.25,35.5,71.0
2023-02-09,2023,2,short,-1,15714.0,15842.0,128.0,15920.25,5,2023-02-09 17:29:00+00:00,15778.75,15714.0,15847.0,64.75,0.505859375,True,16.0,False,target,15714.0,64.75,63.0,126.0
2023-03-27,2023,2,short,-1,15838.0,15914.0,76.0,15988.25,9,2023-03-27 18:29:00+00:00,15899.0,15838.0,15919.0,61.0,0.8026315789473685,False,,True,stop,15919.0,-20.0,-21.75,-43.5
2023-04-04,2023,2,short,-1,16254.0,16336.0,82.0,16354.25,4,2023-04-04 15:59:00+00:00,16299.75,16254.0,16341.0,45.75,0.5579268292682927,True,21.0,False,target,16254.0,45.75,44.0,88.0
2023-04-20,2023,2,long,1,16190.0,16282.0,92.0,16120.5,7,2023-04-20 17:29:00+00:00,16260.25,16282.0,16185.0,21.75,0.23641304347826086,False,,False,stop,16185.0,-75.25,-77.0,-154.0
2023-04-21,2023,2,long,1,16138.0,16222.0,84.0,16126.75,9,2023-04-21 18:29:00+00:00,16176.0,16222.0,16133.0,46.0,0.5476190476190477,False,,False,stop,16133.0,-43.0,-44.75,-89.5
2023-05-19,2023,2,short,-1,16828.0,16922.0,94.0,16966.75,10,2023-05-19 18:59:00+00:00,16918.75,16828.0,16927.0,90.75,0.9654255319148937,False,,False,stop,16927.0,-8.25,-10.0,-20.0
2023-06-23,2023,2,long,1,17968.0,18072.0,104.0,17928.5,7,2023-06-23 17:29:00+00:00,18028.75,18072.0,17963.0,43.25,0.41586538461538464,False,,False,stop,17963.0,-65.75,-67.5,-135.0
2023-07-17,2023,2,long,1,18624.0,18712.0,88.0,18614.75,4,2023-07-17 15:59:00+00:00,18692.0,18712.0,18619.0,20.0,0.22727272727272727,True,141.0,False,target,18712.0,20.0,18.25,36.5
2023-07-18,2023,2,short,-1,18608.0,18688.0,80.0,18700.0,2,2023-07-18 14:59:00+00:00,18675.25,18608.0,18693.0,67.25,0.840625,False,,False,stop,18693.0,-17.75,-19.5,-39.0
2023-08-03,2023,2,long,1,18302.0,18426.0,124.0,18243.25,5,2023-08-03 16:29:00+00:00,18359.0,18426.0,18297.0,67.0,0.5403225806451613,False,,False,session_close,18316.0,-43.0,-44.75,-89.5
2023-08-09,2023,2,short,-1,18114.0,18198.0,84.0,18245.75,9,2023-08-09 18:29:00+00:00,18176.5,18114.0,18203.0,62.5,0.7440476190476191,True,70.0,True,target,18114.0,62.5,60.75,121.5
2023-08-10,2023,2,short,-1,18074.0,18186.0,112.0,18186.25,6,2023-08-10 16:59:00+00:00,18097.5,18074.0,18191.0,23.5,0.20982142857142858,True,23.0,False,target,18074.0,23.5,21.75,43.5
2023-09-13,2023,2,long,1,18213.0,18311.0,98.0,18195.25,3,2023-09-13 15:29:00+00:00,18283.25,18311.0,18208.0,27.75,0.28316326530612246,True,136.0,False,target,18311.0,27.75,26.0,52.0
2023-09-18,2023,2,long,1,18082.0,18232.0,150.0,18047.25,5,2023-09-18 16:29:00+00:00,18141.0,18232.0,18077.0,91.0,0.6066666666666667,False,,False,stop,18077.0,-64.0,-65.75,-131.5
2023-09-25,2023,2,long,1,17559.0,17679.0,120.0,17516.75,5,2023-09-25 16:29:00+00:00,17620.0,17679.0,17554.0,59.0,0.49166666666666664,False,,False,stop,17554.0,-66.0,-67.75,-135.5
2023-09-29,2023,2,short,-1,17450.0,17640.0,190.0,17693.5,8,2023-09-29 17:59:00+00:00,17512.0,17450.0,17645.0,62.0,0.3263157894736842,False,,False,session_close,17559.25,-47.25,-49.0,-98.0
2023-10-05,2023,2,short,-1,17452.0,17560.0,108.0,17600.75,7,2023-10-05 17:29:00+00:00,17507.25,17452.0,17565.0,55.25,0.5115740740740741,False,,True,stop,17565.0,-57.75,-59.5,-119.0
2023-10-17,2023,2,long,1,17946.0,18018.0,72.0,17830.25,6,2023-10-17 16:59:00+00:00,17965.0,18018.0,17941.0,53.0,0.7361111111111112,False,,False,stop,17941.0,-24.0,-25.75,-51.5
2023-10-23,2023,2,long,1,17362.0,17478.0,116.0,17293.5,4,2023-10-23 15:59:00+00:00,17450.25,17478.0,17357.0,27.75,0.23922413793103448,True,30.0,False,target,17478.0,27.75,26.0,52.0
2023-12-06,2023,2,short,-1,18546.0,18612.0,66.0,18725.25,10,2023-12-06 19:59:00+00:00,18558.75,18546.0,18617.0,12.75,0.19318181818181818,True,9.0,True,target,18546.0,12.75,11.0,22.0
2024-01-05,2024,2,long,1,18948.0,19006.0,58.0,18928.25,9,2024-01-05 19:29:00+00:00,18958.0,19006.0,18943.0,48.0,0.8275862068965517,False,,True,stop,18943.0,-15.0,-16.75,-33.5
2024-01-12,2024,2,short,-1,19306.0,19468.0,162.0,19487.5,5,2024-01-12 17:29:00+00:00,19422.75,19306.0,19473.0,116.75,0.720679012345679,False,,False,stop,19473.0,-50.25,-52.0,-104.0
