Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
18,Entry short,2026-01-14 04:01,1h first touch + room,26372.5,1,52745,-25.5,-0.05,0,8,0.02,-25.5,-0.05,410.5,0.04,9
19,Exit long,2026-01-15 01:18,P6 Long Exit,26213.75,1,52231.5,196,0.38,0,196,0.38,-75,-0.14,606.5,0.06,228
19,Entry long,2026-01-14 21:30,1h first touch + room,26115.75,1,52231.5,196,0.38,0,196,0.38,-75,-0.14,606.5,0.06,228
20,Exit long,2026-01-15 16:00,15:00 CT close,26225.5,1,52445,6,0.01,0,27,0.05,-67,-0.13,612.5,0.06,39
20,Entry long,2026-01-15 15:21,1h first touch + room,26222.5,1,52445,6,0.01,0,27,0.05,-67,-0.13,612.5,0.06,39
21,Exit long,2026-01-16 03:40,P6 Long Exit,26309.5,1,52641,-22,-0.04,0,66.5,0.13,-22,-0.04,590.5,0.06,66
21,Entry long,2026-01-16 02:34,1h first touch + room,26320.5,1,52641,-22,-0.04,0,66.5,0.13,-22,-0.04,590.5,0.06,66
22,Exit long,2026-01-16 07:55,P6 Long Exit,26317.25,1,52650.5,-16,-0.03,0,6.5,0.01,-16,-0.03,574.5,0.06,0
22,Entry long,2026-01-16 07:55,1h first touch + room,26325.25,1,52650.5,-16,-0.03,0,6.5,0.01,-16,-0.03,574.5,0.06,0
23,Exit long,2026-01-19 02:04,P6 Long Exit,25878.25,1,51779,-22.5,-0.04,0,22,0.04,-22.5,-0.04,552,0.06,5
23,Entry long,2026-01-19 01:59,1h first touch + room,25889.5,1,51779,-22.5,-0.04,0,22,0.04,-22.5,-0.04,552,0.06,5
24,Exit long,2026-01-19 04:57,P6 Long Exit,25772.5,1,51673,-128,-0.25,0,45.5,0.09,-128,-0.25,424,0.04,37
24,Entry long,2026-01-19 04:20,1h first touch + room,25836.5,1,51673,-128,-0.25,0,45.5,0.09,-128,-0.25,424,0.04,37
25,Exit long,2026-01-20 05:27,P6 Long Exit,25709,1,51251.5,166.5,0.32,0,166.5,0.32,-44.5,-0.09,590.5,0.06,53
25,Entry long,2026-01-20 04:34,1h first touch + room,25625.75,1,51251.5,166.5,0.32,0,166.5,0.32,-44.5,-0.09,590.5,0.06,53
26,Exit short,2026-01-20 10:42,P6 Short Exit,25922,1,51785,-59,-0.11,0,51.5,0.10,-59,-0.11,531.5,0.05,9
26,Entry short,2026-01-20 10:33,1h first touch + room,25892.5,1,51785,-59,-0.11,0,51.5,0.10,-59,-0.11,531.5,0.05,9
27,Exit short,2026-01-20 12:30,P6 Short Exit,25828.25,1,51859,202.5,0.39,0,202.5,0.39,-17.5,-0.03,734,0.07,79
27,Entry short,2026-01-20 11:11,1h first touch + room,25929.5,1,51859,202.5,0.39,0,202.5,0.39,-17.5,-0.03,734,0.07,79
28,Exit long,2026-01-21 04:37,P6 Long Exit,25689.75,1,51400.5,-21,-0.04,0,109.5,0.21,-21,-0.04,713,0.07,166
28,Entry long,2026-01-21 01:51,1h first touch + room,25700.25,1,51400.5,-21,-0.04,0,109.5,0.21,-21,-0.04,713,0.07,166
29,Exit long,2026-01-21 06:49,P6 Long Exit,25610.75,1,51303.5,-82,-0.16,0,90,0.18,-82,-0.16,631,0.06,112
29,Entry long,2026-01-21 04:57,1h first touch + room,25651.75,1,51303.5,-82,-0.16,0,90,0.18,-82,-0.16,631,0.06,112
30,Exit short,2026-01-21 09:11,P6 Short Exit,25697.75,1,51260,-135.5,-0.26,0,26.5,0.05,-135.5,-0.26,495.5,0.05,6
30,Entry short,2026-01-21 09:05,1h first touch + room,25630,1,51260,-135.5,-0.26,0,26.5,0.05,-135.5,-0.26,495.5,0.05,6
31,Exit short,2026-01-21 10:35,P6 Short Exit,25939.25,1,51749.5,-129,-0.25,0,96.5,0.19,-129,-0.25,366.5,0.04,18
31,Entry short,2026-01-21 10:17,1h first touch + room,25874.75,1,51749.5,-129,-0.25,0,96.5,0.19,-129,-0.25,366.5,0.04,18
32,Exit short,2026-01-22 15:35,P6 Short Exit,26099,1,52395,197,0.38,0,197,0.38,-64,-0.12,563.5,0.06,229
32,Entry short,2026-01-22 11:46,1h first touch + room,26197.5,1,52395,197,0.38,0,197,0.38,-64,-0.12,563.5,0.06,229
33,Exit long,2026-01-26 04:31,P6 Long Exit,26172.25,1,52368.5,-24,-0.05,0,4,0.01,-24,-0.05,539.5,0.05,0
33,Entry long,2026-01-26 04:31,1h first touch + room,26184.25,1,52368.5,-24,-0.05,0,4,0.01,-24,-0.05,539.5,0.05,0
34,Exit long,2026-01-26 04:44,P6 Long Exit,26130,1,52281,-21,-0.04,0,19.5,0.04,-21,-0.04,518.5,0.05,4
34,Entry long,2026-01-26 04:40,1h first touch + room,26140.5,1,52281,-21,-0.04,0,19.5,0.04,-21,-0.04,518.5,0.05,4
35,Exit short,2026-01-26 09:28,P6 Short Exit,26251.5,1,52434.5,-68.5,-0.13,0,102,0.19,-68.5,-0.13,450,0.05,139
35,Entry short,2026-01-26 07:09,1h first touch + room,26217.25,1,52434.5,-68.5,-0.13,0,102,0.19,-68.5,-0.13,450,0.05,139
36,Exit short,2026-01-26 16:00,15:00 CT close,26351.5,1,52791,88,0.17,0,97.5,0.18,-28.5,-0.05,538,0.05,50
36,Entry short,2026-01-26 15:10,1h first touch + room,26395.5,1,52791,88,0.17,0,97.5,0.18,-28.5,-0.05,538,0.05,50
37,Exit short,2026-01-27 06:34,P6 Short Exit,26530,1,53018,-42,-0.08,0,18,0.03,-42,-0.08,496,0.05,47
37,Entry short,2026-01-27 05:47,1h first touch + room,26509,1,53018,-42,-0.08,0,18,0.03,-42,-0.08,496,0.05,47
38,Exit long,2026-01-27 09:30,P6 Long Exit,26474.25,1,52988,-39.5,-0.07,0,48.5,0.09,-39.5,-0.07,456.5,0.05,37
38,Entry long,2026-01-27 08:53,1h first touch + room,26494,1,52988,-39.5,-0.07,0,48.5,0.09,-39.5,-0.07,456.5,0.05,37
39,Exit short,2026-01-27 15:13,P6 Short Exit,26616.25,1,53172.5,-60,-0.11,0,16.5,0.03,-60,-0.11,396.5,0.04,112
39,Entry short,2026-01-27 13:21,1h first touch + room,26586.25,1,53172.5,-60,-0.11,0,16.5,0.03,-60,-0.11,396.5,0.04,112
40,Exit long,2026-01-27 22:27,P6 Long Exit,26708.75,1,53428.5,-11,-0.02,0,1,0.00,-11,-0.02,385.5,0.04,0
40,Entry long,2026-01-27 22:27,1h first touch + room,26714.25,1,53428.5,-11,-0.02,0,1,0.00,-11,-0.02,385.5,0.04,0
41,Exit short,2026-01-28 10:34,P6 Short Exit,26710,1,53620.5,200.5,0.37,0,200.5,0.37,-49.5,-0.09,586,0.06,297
41,Entry short,2026-01-28 05:37,1h first touch + room,26810.25,1,53620.5,200.5,0.37,0,200.5,0.37,-49.5,-0.09,586,0.06,297
42,Exit short,2026-01-30 07:01,P6 Short Exit,26405.75,1,52725.5,-86,-0.16,0,17,0.03,-86,-0.16,500,0.05,9
42,Entry short,2026-01-30 06:52,1h first touch + room,26362.75,1,52725.5,-86,-0.16,0,17,0.03,-86,-0.16,500,0.05,9
43,Exit short,2026-02-02 09:44,P6 Short Exit,26239.5,1,52288.5,-190.5,-0.36,0,65.5,0.13,-190.5,-0.36,309.5,0.03,11
43,Entry short,2026-02-02 09:33,1h first touch + room,26144.25,1,52288.5,-190.5,-0.36,0,65.5,0.13,-190.5,-0.36,309.5,0.03,11
44,Exit short,2026-02-02 12:32,P6 Short Exit,26435,1,52676,-194,-0.37,0,53,0.10,-194,-0.37,115.5,0.01,144
44,Entry short,2026-02-02 10:08,1h first touch + room,26338,1,52676,-194,-0.37,0,53,0.10,-194,-0.37,115.5,0.01,144
45,Exit short,2026-02-02 18:30,P6 Short Exit,26458.25,1,52874,-42.5,-0.08,0,36.5,0.07,-42.5,-0.08,73,0.01,21
45,Entry short,2026-02-02 18:09,1h first touch + room,26437,1,52874,-42.5,-0.08,0,36.5,0.07,-42.5,-0.08,73,0.01,21
46,Exit short,2026-02-03 00:49,P6 Short Exit,26500,1,52919.5,-80.5,-0.15,0,11,0.02,-80.5,-0.15,-7.5,0.00,128
46,Entry short,2026-02-02 22:41,1h first touch + room,26459.75,1,52919.5,-80.5,-0.15,0,11,0.02,-80.5,-0.15,-7.5,0.00,128
47,Exit long,2026-02-03 09:30,P6 Long Exit,26430,1,52936.5,-76.5,-0.14,0,15,0.03,-76.5,-0.14,-84,-0.01,23
47,Entry long,2026-02-03 09:07,1h first touch + room,26468.25,1,52936.5,-76.5,-0.14,0,15,0.03,-76.5,-0.14,-84,-0.01,23
48,Exit long,2026-02-03 14:20,P6 Long Exit,25858,1,51508.5,207.5,0.40,0,207.5,0.40,-56,-0.11,123.5,0.01,20
48,Entry long,2026-02-03 14:00,1h first touch + room,25754.25,1,51508.5,207.5,0.40,0,207.5,0.40,-56,-0.11,123.5,0.01,20
49,Exit long,2026-02-04 11:39,P6 Long Exit,25547.25,1,51179,-84.5,-0.17,0,121,0.24,-84.5,-0.17,39,0.00,36
49,Entry long,2026-02-04 11:03,1h first touch + room,25589.5,1,51179,-84.5,-0.17,0,121,0.24,-84.5,-0.17,39,0.00,36
50,Exit long,2026-02-04 11:48,P6 Long Exit,25461,1,50988,-66,-0.13,0,12.5,0.02,-66,-0.13,-27,0.00,4
50,Entry long,2026-02-04 11:44,1h first touch + room,25494,1,50988,-66,-0.13,0,12.5,0.02,-66,-0.13,-27,0.00,4
51,Exit long,2026-02-05 07:23,P6 Long Exit,25422.75,1,50968.5,-123,-0.24,0,8.5,0.02,-123,-0.24,-150,-0.01,2
51,Entry long,2026-02-05 07:21,1h first touch + room,25484.25,1,50968.5,-123,-0.24,0,8.5,0.02,-123,-0.24,-150,-0.01,2
52,Exit long,2026-02-05 07:46,P6 Long Exit,25247.75,1,50593,-97.5,-0.19,0,35.5,0.07,-97.5,-0.19,-247.5,-0.02,1
52,Entry long,2026-02-05 07:45,1h first touch + room,25296.5,1,50593,-97.5,-0.19,0,35.5,0.07,-97.5,-0.19,-247.5,-0.02,1
53,Exit long,2026-02-05 09:34,P6 Long Exit,25280.25,1,50456.5,104,0.21,0,104,0.21,-47,-0.09,-143.5,-0.01,1
53,Entry long,2026-02-05 09:33,1h first touch + room,25228.25,1,50456.5,104,0.21,0,104,0.21,-47,-0.09,-143.5,-0.01,1
54,Exit long,2026-02-09 05:06,P6 Long Exit,25563,1,51199.5,-73.5,-0.14,0,6,0.01,-73.5,-0.14,-217,-0.02,9
54,Entry long,2026-02-09 04:57,1h first touch + room,25599.75,1,51199.5,-73.5,-0.14,0,6,0.01,-73.5,-0.14,-217,-0.02,9
55,Exit short,2026-02-09 10:14,P6 Short Exit,25724,1,51288,-160,-0.31,0,87,0.17,-160,-0.31,-377,-0.04,28
55,Entry short,2026-02-09 09:46,1h first touch + room,25644,1,51288,-160,-0.31,0,87,0.17,-160,-0.31,-377,-0.04,28
56,Exit long,2026-02-10 07:24,P6 Long Exit,25916,1,51627.5,204.5,0.40,0,204.5,0.40,-28.5,-0.06,-172.5,-0.02,349
56,Entry long,2026-02-10 01:35,1h first touch + room,25813.75,1,51627.5,204.5,0.40,0,204.5,0.40,-28.5,-0.06,-172.5,-0.02,349
57,Exit short,2026-02-11 05:01,P6 Short Exit,25677.5,1,51551,196,0.38,0,196,0.38,-23.5,-0.05,23.5,0.00,58
57,Entry short,2026-02-11 04:03,1h first touch + room,25775.5,1,51551,196,0.38,0,196,0.38,-23.5,-0.05,23.5,0.00,58
58,Exit short,2026-02-11 09:37,P6 Short Exit,25858.5,1,51898,181,0.35,0,181,0.35,-49.5,-0.10,204.5,0.02,40
58,Entry short,2026-02-11 08:57,1h first touch + room,25949,1,51898,181,0.35,0,181,0.35,-49.5,-0.10,204.5,0.02,40
59,Exit long,2026-02-12 08:40,P6 Long Exit,25909.75,1,51619.5,200,0.39,0,200,0.39,-18,-0.03,404.5,0.04,424
59,Entry long,2026-02-12 01:36,1h first touch + room,25809.75,1,51619.5,200,0.39,0,200,0.39,-18,-0.03,404.5,0.04,424
60,Exit short,2026-02-13 01:25,P6 Short Exit,25195,1,50608,218,0.43,0,218,0.43,-15,-0.03,622.5,0.06,128
60,Entry short,2026-02-12 23:17,1h first touch + room,25304,1,50608,218,0.43,0,218,0.43,-15,-0.03,622.5,0.06,128
61,Exit short,2026-02-13 04:24,P6 Short Exit,25312.5,1,50527.5,-97.5,-0.19,0,162,0.32,-97.5,-0.19,525,0.05,126
61,Entry short,2026-02-13 02:18,1h first touch + room,25263.75,1,50527.5,-97.5,-0.19,0,162,0.32,-97.5,-0.19,525,0.05,126
62,Exit long,2026-02-15 22:41,P6 Long Exit,25316.5,1,50688,-55,-0.11,0,1.5,0.00,-55,-0.11,470,0.05,50
62,Entry long,2026-02-15 21:51,1h first touch + room,25344,1,50688,-55,-0.11,0,1.5,0.00,-55,-0.11,470,0.05,50
63,Exit short,2026-02-16 02:01,P6 Short Exit,25349.75,1,50668,-31.5,-0.06,0,11.5,0.02,-31.5,-0.06,438.5,0.04,14
63,Entry short,2026-02-16 01:47,1h first touch + room,25334,1,50668,-31.5,-0.06,0,11.5,0.02,-31.5,-0.06,438.5,0.04,14
64,Exit short,2026-02-17 01:11,P6 Short Exit,25139.25,1,50236,-42.5,-0.08,0,2,0.00,-42.5,-0.08,396,0.04,2
64,Entry short,2026-02-17 01:09,1h first touch + room,25118,1,50236,-42.5,-0.08,0,2,0.00,-42.5,-0.08,396,0.04,2
65,Exit long,2026-02-17 05:41,P6 Long Exit,25131.25,1,50341.5,-79,-0.16,0,12.5,0.02,-79,-0.16,317,0.03,28
65,Entry long,2026-02-17 05:13,1h first touch + room,25170.75,1,50341.5,-79,-0.16,0,12.5,0.02,-79,-0.16,317,0.03,28
66,Exit short,2026-02-17 08:51,P6 Short Exit,25176.75,1,50215.5,-138,-0.27,0,45,0.09,-138,-0.27,179,0.02,27
66,Entry short,2026-02-17 08:24,1h first touch + room,25107.75,1,50215.5,-138,-0.27,0,45,0.09,-138,-0.27,179,0.02,27
67,Exit short,2026-02-17 14:36,P6 Short Exit,25390.25,1,50745.5,-35,-0.07,0,75.5,0.15,-35,-0.07,144,0.01,40
67,Entry short,2026-02-17 13:56,1h first touch + room,25372.75,1,50745.5,-35,-0.07,0,75.5,0.15,-35,-0.07,144,0.01,40
68,Exit short,2026-02-18 04:12,P6 Short Exit,25431.5,1,50825.5,-37.5,-0.07,0,36.5,0.07,-37.5,-0.07,106.5,0.01,55
68,Entry short,2026-02-18 03:17,1h first touch + room,25412.75,1,50825.5,-37.5,-0.07,0,36.5,0.07,-37.5,-0.07,106.5,0.01,55
69,Exit short,2026-02-18 07:06,P6 Short Exit,25449.25,1,50848,-50.5,-0.10,0,1.5,0.00,-50.5,-0.10,56,0.01,4
69,Entry short,2026-02-18 07:02,1h first touch + room,25424,1,50848,-50.5,-0.10,0,1.5,0.00,-50.5,-0.10,56,0.01,4
70,Exit long,2026-02-18 09:30,P6 Long Exit,25309.25,1,50679.5,-61,-0.12,0,34,0.07,-61,-0.12,-5,0.00,41
70,Entry long,2026-02-18 08:49,1h first touch + room,25339.75,1,50679.5,-61,-0.12,0,34,0.07,-61,-0.12,-5,0.00,41
71,Exit short,2026-02-19 00:48,P6 Short Exit,25508.75,1,50978,-39.5,-0.08,0,6.5,0.01,-39.5,-0.08,-44.5,0.00,17
71,Entry short,2026-02-19 00:31,1h first touch + room,25489,1,50978,-39.5,-0.08,0,6.5,0.01,-39.5,-0.08,-44.5,0.00,17
72,Exit short,2026-02-20 04:07,P6 Short Exit,25469.25,1,50905,-33.5,-0.07,0,5.5,0.01,-33.5,-0.07,-78,-0.01,3
72,Entry short,2026-02-20 04:04,1h first touch + room,25452.5,1,50905,-33.5,-0.07,0,5.5,0.01,-33.5,-0.07,-78,-0.01,3
73,Exit short,2026-02-24 07:06,P6 Short Exit,25399.5,1,50761,-38,-0.07,0,25.5,0.05,-38,-0.07,-116,-0.01,2
73,Entry short,2026-02-24 07:04,1h first touch + room,25380.5,1,50761,-38,-0.07,0,25.5,0.05,-38,-0.07,-116,-0.01,2
74,Exit long,2026-02-24 09:30,P6 Long Exit,25303.5,1,50688.5,-81.5,-0.16,0,11,0.02,-81.5,-0.16,-197.5,-0.02,9
74,Entry long,2026-02-24 09:21,1h first touch + room,25344.25,1,50688.5,-81.5,-0.16,0,11,0.02,-81.5,-0.16,-197.5,-0.02,9
75,Exit long,2026-02-24 09:40,P6 Long Exit,25335.75,1,50460,211.5,0.42,0,211.5,0.42,-55.5,-0.11,14,0.00,6
75,Entry long,2026-02-24 09:34,1h first touch + room,25230,1,50460,211.5,0.42,0,211.5,0.42,-55.5,-0.11,14,0.00,6
76,Exit short,2026-02-24 16:00,15:00 CT close,25539.75,1,51166.5,87,0.17,0,173.5,0.34,-11.5,-0.02,101,0.01,228
76,Entry short,2026-02-24 12:12,1h first touch + room,25583.25,1,51166.5,87,0.17,0,173.5,0.34,-11.5,-0.02,101,0.01,228
77,Exit short,2026-02-25 06:46,P6 Short Exit,25627.25,1,51217.5,-37,-0.07,0,18,0.04,-37,-0.07,64,0.01,10
77,Entry short,2026-02-25 06:36,1h first touch + room,25608.75,1,51217.5,-37,-0.07,0,18,0.04,-37,-0.07,64,0.01,10
78,Exit short,2026-02-25 16:00,15:00 CT close,25890,1,51702.5,-77.5,-0.15,0,156.5,0.30,-107.5,-0.21,-13.5,0.00,359
78,Entry short,2026-02-25 10:01,1h first touch + room,25851.25,1,51702.5,-77.5,-0.15,0,156.5,0.30,-107.5,-0.21,-13.5,0.00,359
79,Exit short,2026-02-25 22:42,P6 Short Exit,25829.5,1,51647,-12,-0.02,0,8.5,0.02,-12,-0.02,-25.5,0.00,3
79,Entry short,2026-02-25 22:39,1h first touch + room,25823.5,1,51647,-12,-0.02,0,8.5,0.02,-12,-0.02,-25.5,0.00,3
80,Exit long,2026-02-26 09:31,P6 Long Exit,25788.75,1,51602.5,-25,-0.05,0,7.5,0.01,-25,-0.05,-50.5,-0.01,0
80,Entry long,2026-02-26 09:31,1h first touch + room,25801.25,1,51602.5,-25,-0.05,0,7.5,0.01,-25,-0.05,-50.5,-0.01,0
81,Exit long,2026-02-26 10:16,P6 Long Exit,25524.75,1,51083.5,-34,-0.07,0,0.5,0.00,-34,-0.07,-84.5,-0.01,0
81,Entry long,2026-02-26 10:16,1h first touch + room,25541.75,1,51083.5,-34,-0.07,0,0.5,0.00,-34,-0.07,-84.5,-0.01,0
82,Exit long,2026-02-26 10:40,P6 Long Exit,25485.25,1,50761.5,209,0.41,0,209,0.41,-3,-0.01,124.5,0.01,5
82,Entry long,2026-02-26 10:35,1h first touch + room,25380.75,1,50761.5,209,0.41,0,209,0.41,-3,-0.01,124.5,0.01,5
83,Exit long,2026-02-27 01:13,P6 Long Exit,25519.25,1,51049,-10.5,-0.02,0,2,0.00,-10.5,-0.02,114,0.01,0
83,Entry long,2026-02-27 01:13,1h first touch + room,25524.5,1,51049,-10.5,-0.02,0,2,0.00,-10.5,-0.02,114,0.01,0
84,Exit short,2026-02-27 04:18,P6 Short Exit,25603,1,51131.5,-74.5,-0.15,0,38.5,0.08,-74.5,-0.15,39.5,0.00,115
84,Entry short,2026-02-27 02:23,1h first touch + room,25565.75,1,51131.5,-74.5,-0.15,0,38.5,0.08,-74.5,-0.15,39.5,0.00,115
85,Exit short,2026-03-02 14:16,P6 Short Exit,25585.75,1,51082.5,-89,-0.17,0,12,0.02,-89,-0.17,-49.5,0.00,5
85,Entry short,2026-03-02 14:11,1h first touch + room,25541.25,1,51082.5,-89,-0.17,0,12,0.02,-89,-0.17,-49.5,0.00,5
86,Exit long,2026-03-03 03:32,P6 Long Exit,25101.75,1,50291,-87.5,-0.17,0,50.5,0.10,-87.5,-0.17,-137,-0.01,16
86,Entry long,2026-03-03 03:16,1h first touch + room,25145.5,1,50291,-87.5,-0.17,0,50.5,0.10,-87.5,-0.17,-137,-0.01,16
87,Exit long,2026-03-03 09:30,P6 Long Exit,25064.5,1,49963.5,165.5,0.33,0,165.5,0.33,-35.5,-0.07,28.5,0.00,37
87,Entry long,2026-03-03 08:53,1h first touch + room,24981.75,1,49963.5,165.5,0.33,0,165.5,0.33,-35.5,-0.07,28.5,0.00,37
88,Exit long,2026-03-03 19:18,P6 Long Exit,25279.75,1,50374,185.5,0.37,0,185.5,0.37,-6.5,-0.01,214,0.02,71
88,Entry long,2026-03-03 18:07,1h first touch + room,25187,1,50374,185.5,0.37,0,185.5,0.37,-6.5,-0.01,214,0.02,71
89,Exit long,2026-03-03 20:21,P6 Long Exit,25176,1,50451,-99,-0.20,0,15,0.03,-99,-0.20,115,0.01,12
89,Entry long,2026-03-03 20:09,1h first touch + room,25225.5,1,50451,-99,-0.20,0,15,0.03,-99,-0.20,115,0.01,12
90,Exit short,2026-03-05 04:05,P6 Short Exit,25634.5,1,51163,-106,-0.21,0,200.5,0.39,-106,-0.21,9,0.00,296
90,Entry short,2026-03-04 23:09,1h first touch + room,25581.5,1,51163,-106,-0.21,0,200.5,0.39,-106,-0.21,9,0.00,296
91,Exit short,2026-03-05 07:44,P6 Short Exit,25579.25,1,51385.5,227,0.44,0,227,0.44,-44,-0.09,236,0.02,213
91,Entry short,2026-03-05 04:11,1h first touch + room,25692.75,1,51385.5,227,0.44,0,227,0.44,-44,-0.09,236,0.02,213
92,Exit long,2026-03-05 15:08,P6 Long Exit,25414.5,1,50613.5,215.5,0.43,0,215.5,0.43,-49,-0.10,451.5,0.05,137
92,Entry long,2026-03-05 12:51,1h first touch + room,25306.75,1,50613.5,215.5,0.43,0,215.5,0.43,-49,-0.10,451.5,0.05,137
93,Exit long,2026-03-06 10:00,P6 Long Exit,25265,1,50346,184,0.37,0,184,0.37,-106,-0.21,635.5,0.06,68
93,Entry long,2026-03-06 08:52,1h first touch + room,25173,1,50346,184,0.37,0,184,0.37,-106,-0.21,635.5,0.06,68
94,Exit short,2026-03-06 12:16,P6 Short Exit,25328.75,1,50808.5,151,0.30,0,151,0.30,-7.5,-0.01,786.5,0.08,11
94,Entry short,2026-03-06 12:05,1h first touch + room,25404.25,1,50808.5,151,0.30,0,151,0.30,-7.5,-0.01,786.5,0.08,11
95,Exit short,2026-03-06 15:10,P6 Short Exit,25266.75,1,50800,266.5,0.52,0,266.5,0.52,-14.5,-0.03,1053,0.11,116
95,Entry short,2026-03-06 13:14,1h first touch + room,25400,1,50800,266.5,0.52,0,266.5,0.52,-14.5,-0.03,1053,0.11,116
96,Exit long,2026-03-09 05:16,P6 Long Exit,24866.25,1,49518,214.5,0.43,0,214.5,0.43,-35.5,-0.07,1267.5,0.13,71
96,Entry long,2026-03-09 04:05,1h first touch + room,24759,1,49518,214.5,0.43,0,214.5,0.43,-35.5,-0.07,1267.5,0.13,71
97,Exit short,2026-03-09 15:21,P6 Short Exit,25363.25,1,50671,-55.5,-0.11,0,0.5,0.00,-55.5,-0.11,1212,0.12,0
97,Entry short,2026-03-09 15:21,1h first touch + room,25335.5,1,50671,-55.5,-0.11,0,0.5,0.00,-55.5,-0.11,1212,0.12,0
98,Exit short,2026-03-10 04:08,P6 Short Exit,25649.5,1,51244,-55,-0.11,0,4,0.01,-55,-0.11,1157,0.12,0
98,Entry short,2026-03-10 04:08,1h first touch + room,25622,1,51244,-55,-0.11,0,4,0.01,-55,-0.11,1157,0.12,0
99,Exit short,2026-03-10 07:43,P6 Short Exit,25495.25,1,51219,228.5,0.45,0,228.5,0.45,-9,-0.02,1385.5,0.14,38
99,Entry short,2026-03-10 07:05,1h first touch + room,25609.5,1,51219,228.5,0.45,0,228.5,0.45,-9,-0.02,1385.5,0.14,38
100,Exit long,2026-03-10 08:04,P6 Long Exit,25446.75,1,50919,-25.5,-0.05,0,22.5,0.04,-25.5,-0.05,1360,0.14,2
100,Entry long,2026-03-10 08:02,1h first touch + room,25459.5,1,50919,-25.5,-0.05,0,22.5,0.04,-25.5,-0.05,1360,0.14,2
101,Exit long,2026-03-10 16:00,15:00 CT close,25505,1,50967.5,42.5,0.08,0,114.5,0.22,-69.5,-0.14,1402.5,0.14,29
101,Entry long,2026-03-10 15:31,1h first touch + room,25483.75,1,50967.5,42.5,0.08,0,114.5,0.22,-69.5,-0.14,1402.5,0.14,29
102,Exit short,2026-03-11 10:16,P6 Short Exit,25564.5,1,51362.5,233.5,0.45,0,233.5,0.45,-14,-0.03,1636,0.16,15
102,Entry short,2026-03-11 10:01,1h first touch + room,25681.25,1,51362.5,233.5,0.45,0,233.5,0.45,-14,-0.03,1636,0.16,15
103,Exit long,2026-03-11 11:46,P6 Long Exit,25415.75,1,50958,-126.5,-0.25,0,95,0.19,-126.5,-0.25,1509.5,0.15,27
103,Entry long,2026-03-11 11:19,1h first touch + room,25479,1,50958,-126.5,-0.25,0,95,0.19,-126.5,-0.25,1509.5,0.15,27
104,Exit long,2026-03-12 09:46,P6 Long Exit,25216.5,1,50475,-42,-0.08,0,1,0.00,-42,-0.08,1467.5,0.15,0
104,Entry long,2026-03-12 09:46,1h first touch + room,25237.5,1,50475,-42,-0.08,0,1,0.00,-42,-0.08,1467.5,0.15,0
105,Exit short,2026-03-12 20:17,P6 Short Exit,25122.75,1,50157,-88.5,-0.18,0,7,0.01,-88.5,-0.18,1379,0.14,4
105,Entry short,2026-03-12 20:13,1h first touch + room,25078.5,1,50157,-88.5,-0.18,0,7,0.01,-88.5,-0.18,1379,0.14,4
106,Exit short,2026-03-13 02:37,P6 Short Exit,25034.25,1,50267.5,199,0.40,0,199,0.40,-8,-0.02,1578,0.16,169
106,Entry short,2026-03-12 23:48,1h first touch + room,25133.75,1,50267.5,199,0.40,0,199,0.40,-8,-0.02,1578,0.16,169
107,Exit short,2026-03-13 06:19,P6 Short Exit,25109,1,50177.5,-40.5,-0.08,0,0.5,0.00,-40.5,-0.08,1537.5,0.15,7
107,Entry short,2026-03-13 06:12,1h first touch + room,25088.75,1,50177.5,-40.5,-0.08,0,0.5,0.00,-40.5,-0.08,1537.5,0.15,7
108,Exit short,2026-03-13 07:00,P6 Short Exit,25138.75,1,50217.5,-60,-0.12,0,64.5,0.13,-60,-0.12,1477.5,0.15,39
