date,SND baseline,First physical touch core,First touch + width ≤0.5 ATR,First touch + impulse volume <0.75,First touch + normal RVOL,First touch + opposing room,First touch + width + low volume,Sensitivity · first touch + width ≤0.4,Sensitivity · first touch + width ≤0.6,Sensitivity · first touch + volume <0.5,Sensitivity · first touch + volume <1.0
2019-09-03,-1.015625,-1.9983221476510067,0.9166666666666666,-4.685714285714286,-2.056451612903226,-2.002,-0.2916666666666667,2.986842105263158,-0.32231404958677684,-7.134615384615385,-4.877358490566038
2019-09-04,-0.8531073446327684,-1.2111486486486487,1.9558823529411764,-1.864864864864865,-0.06666666666666667,-1.0625,4.4875,4.381578947368421,0.6625,-6.982142857142857,-2.9727272727272727
2019-09-05,-1.235632183908046,-2.238095238095238,0.8137254901960784,-2.1052631578947367,-1.8771186440677967,-2.2172131147540983,3.75,3.22972972972973,-0.30833333333333335,-7.25,-3.1830357142857144
2019-09-06,-1.2669491525423728,-2.316666666666667,0.6442307692307693,-2.1052631578947367,-1.9583333333333333,-2.310483870967742,3.75,3.0966666666666667,-0.4344262295081967,-7.25,-3.1830357142857144
2019-09-07,-1.2669491525423728,-2.316666666666667,0.6442307692307693,-2.1052631578947367,-1.9583333333333333,-2.310483870967742,3.75,3.0966666666666667,-0.4344262295081967,-7.25,-3.1830357142857144
2019-09-08,-1.3942857142857144,-2.316666666666667,0.6442307692307693,-2.1052631578947367,-1.9583333333333333,-2.310483870967742,3.75,3.0966666666666667,-0.4344262295081967,-7.25,-3.1830357142857144
2019-09-09,-1.6077586206896552,-1.99496644295302,0.7745098039215687,-2.0405405405405403,-2.057377049180328,-2.25,4.1625,3.152027027027027,-0.3416666666666667,-7.446428571428571,-3.159090909090909
2019-09-10,-1.3764367816091954,-2.3333333333333335,0.8431372549019608,-2.5789473684210527,-2.627049180327869,-2.270661157024793,4.1625,3.2866666666666666,-0.1869747899159664,-7.446428571428571,-2.7045454545454546
2019-09-11,-1.6494252873563218,-1.7114093959731544,1.7058823529411764,-2.5789473684210527,-2.4833333333333334,-1.5454545454545454,4.1625,4.25,0.652542372881356,-7.446428571428571,-2.924107142857143
2019-09-12,-1.717142857142857,-1.7766666666666666,1.6699029126213591,-2.5789473684210527,-2.3262711864406778,-1.6577868852459017,4.1625,3.96474358974359,0.6302521008403361,-7.446428571428571,-3.3214285714285716
2019-09-13,-1.8412921348314606,-1.8651315789473684,1.4761904761904763,-2.7756410256410255,-2.3262711864406778,-1.7681451612903225,3.4761904761904763,3.8354430379746836,0.4793388429752066,-7.633333333333334,-3.4517543859649122
2019-09-14,-1.8412921348314606,-1.8651315789473684,1.4761904761904763,-2.7756410256410255,-2.3262711864406778,-1.7681451612903225,3.4761904761904763,3.8354430379746836,0.4793388429752066,-7.633333333333334,-3.4517543859649122
2019-09-15,-1.8480113636363635,-2.0596026490066226,1.5552884615384615,-3.1052631578947367,-2.6958333333333333,-2.0060975609756095,3.4761904761904763,3.9711538461538463,0.46218487394957986,-7.633333333333334,-3.659090909090909
2019-09-16,-1.573699421965318,-2.0678807947019866,1.587378640776699,-2.824324324324324,-2.6958333333333333,-2.1088709677419355,3.4761904761904763,3.9006410256410255,0.37184873949579833,-7.214285714285714,-3.640909090909091
2019-09-17,-1.7691176470588235,-1.5318791946308725,2.3465346534653464,-3.0878378378378377,-2.683333333333333,-1.959016393442623,3.925,4.032467532467533,1.0064102564102564,-7.214285714285714,-3.8181818181818183
2019-09-18,-1.0905172413793103,-1.630794701986755,2.1092233009708736,-3.0878378378378377,-2.6991525423728815,-2.0725806451612905,3.925,3.871794871794872,0.9279661016949152,-7.214285714285714,-3.8181818181818183
2019-09-19,-0.8117816091954023,-1.2731788079470199,2.0024038461538463,-2.9054054054054053,-1.7838983050847457,-1.9613821138211383,3.3095238095238093,3.7088607594936707,0.8445378151260504,-7.214285714285714,-3.6954545454545453
2019-09-20,-1.2932960893854748,-1.3896103896103895,1.7429906542056075,-2.9054054054054053,-1.8958333333333333,-2.0873015873015874,3.3095238095238093,3.307926829268293,0.6454918032786885,-7.214285714285714,-3.7276785714285716
2019-09-21,-1.2932960893854748,-1.3896103896103895,1.7429906542056075,-2.9054054054054053,-1.8958333333333333,-2.0873015873015874,3.3095238095238093,3.307926829268293,0.6454918032786885,-7.214285714285714,-3.7276785714285716
2019-09-22,-1.3285714285714285,-1.5394736842105263,1.7283653846153846,-3.0208333333333335,-2.3060344827586206,-2.2358870967741935,3.3095238095238093,3.348101265822785,0.6050420168067226,-7.865384615384615,-3.8181818181818183
2019-09-23,-1.9275568181818181,-1.1875,1.6850961538461537,-3.0208333333333335,-2.413793103448276,-2.097560975609756,3.3095238095238093,3.3797468354430378,0.8970588235294118,-7.865384615384615,-3.8181818181818183
2019-09-24,-2.525,-1.7016129032258065,1.5357142857142858,-4.021428571428571,-2.4224137931034484,-2.8188976377952755,3.3095238095238093,3.3734177215189876,0.6859504132231405,-11.1875,-4.892857142857143
