date,SND baseline,1h reference,1h · no BOS,1h · RVOL 0.75–1.25,1h · impulse/prior volume <0.75,1h · first SND test,1h · first physical touch,1h · width ≤0.5 ATR,1h · opposing room ≥2R/open
2023-02-22,-21750.5,-9874.5,-4745.5,-4715.5,-96.0,-1104.0,-637.5,-4022.0,-5223.0
2023-02-23,-21905.5,-9884.5,-4780.0,-4691.0,-118.5,-1114.0,-647.5,-4056.5,-5210.5
2023-02-24,-21863.5,-9950.5,-4780.0,-4757.0,-118.5,-1180.0,-713.5,-4056.5,-5276.5
2023-02-25,-21863.5,-9950.5,-4780.0,-4757.0,-118.5,-1180.0,-713.5,-4056.5,-5276.5
2023-02-26,-21863.5,-9950.5,-4780.0,-4757.0,-118.5,-1180.0,-713.5,-4056.5,-5276.5
2023-02-27,-21496.5,-9788.0,-4488.0,-4594.5,-197.5,-1017.5,-551.0,-3815.0,-5035.0
2023-02-28,-21521.5,-9791.0,-4459.5,-4448.0,-275.0,-991.5,-660.0,-3889.5,-4974.5
2023-03-01,-21750.0,-9849.0,-4517.5,-4506.0,-275.0,-1049.5,-718.0,-3889.5,-4974.5
2023-03-02,-21409.5,-10040.0,-4649.0,-4589.0,-334.5,-1181.0,-849.5,-3889.5,-5165.5
2023-03-03,-21731.5,-10271.5,-4755.5,-4820.5,-334.5,-1287.5,-956.0,-3933.5,-5353.0
2023-03-04,-21731.5,-10271.5,-4755.5,-4820.5,-334.5,-1287.5,-956.0,-3933.5,-5353.0
2023-03-05,-21731.5,-10271.5,-4755.5,-4820.5,-334.5,-1287.5,-956.0,-3933.5,-5353.0
2023-03-06,-21836.0,-10327.5,-4811.5,-4841.5,-363.5,-1335.5,-1004.0,-3989.5,-5409.0
2023-03-07,-21691.0,-10182.5,-4835.5,-4672.5,-218.5,-1159.5,-828.0,-4013.5,-5264.0
2023-03-08,-21555.0,-10046.5,-4897.0,-4705.0,-218.5,-1023.5,-892.5,-4075.0,-5125.5
2023-03-09,-21764.0,-10203.0,-4937.0,-4705.0,-218.5,-1112.5,-981.5,-4115.0,-5282.0
2023-03-10,-21790.5,-9817.5,-4744.0,-4705.0,-253.0,-927.0,-796.0,-4231.0,-5458.5
2023-03-11,-21790.5,-9817.5,-4744.0,-4705.0,-253.0,-927.0,-796.0,-4231.0,-5458.5
2023-03-12,-21790.5,-9817.5,-4744.0,-4705.0,-253.0,-927.0,-796.0,-4231.0,-5458.5
2023-03-13,-21641.5,-9427.0,-4553.5,-4800.0,-395.5,-1034.0,-903.0,-3928.5,-5167.0
2023-03-14,-21370.5,-9244.0,-4370.5,-4800.0,-412.5,-851.0,-720.0,-4076.5,-5108.5
2023-03-15,-21545.0,-8837.5,-3933.0,-4962.5,-412.5,-644.5,-513.5,-4107.5,-4539.5
2023-03-16,-21636.5,-8729.0,-3824.5,-4825.5,-412.5,-473.0,-342.0,-4191.5,-4431.0
2023-03-17,-21604.0,-8658.0,-3920.0,-4754.5,-412.5,-319.0,-153.5,-4237.5,-4360.0
2023-03-18,-21604.0,-8658.0,-3920.0,-4754.5,-412.5,-319.0,-153.5,-4237.5,-4360.0
2023-03-19,-21604.0,-8658.0,-3920.0,-4754.5,-412.5,-319.0,-153.5,-4237.5,-4360.0
2023-03-20,-21330.0,-8817.5,-4079.5,-4860.5,-412.5,-478.5,-313.0,-4291.0,-4519.5
2023-03-21,-21548.5,-8875.0,-4079.5,-4918.0,-412.5,-536.0,-370.5,-4291.0,-4577.0
2023-03-22,-21574.0,-9057.0,-4198.0,-4962.0,-456.5,-718.0,-524.5,-4408.0,-4759.0
2023-03-23,-21919.5,-9304.0,-4198.0,-5009.0,-456.5,-965.0,-771.5,-4455.0,-4806.0
2023-03-24,-22087.5,-9372.0,-4216.5,-5027.5,-456.5,-1033.0,-839.5,-4523.0,-4874.0
2023-03-25,-22087.5,-9372.0,-4216.5,-5027.5,-456.5,-1033.0,-839.5,-4523.0,-4874.0
2023-03-26,-22087.5,-9372.0,-4216.5,-5027.5,-456.5,-1033.0,-839.5,-4523.0,-4874.0
2023-03-27,-22193.0,-9408.5,-4253.0,-5027.5,-456.5,-1069.5,-876.0,-4559.5,-4910.5
2023-03-28,-22193.0,-9408.5,-4253.0,-5027.5,-456.5,-1069.5,-876.0,-4559.5,-4910.5
2023-03-29,-22390.0,-9396.0,-4383.5,-5129.5,-285.0,-1057.0,-761.5,-4388.0,-4796.0
2023-03-30,-22428.5,-9428.5,-4416.0,-5162.0,-285.0,-1089.5,-794.0,-4420.5,-4796.0
2023-03-31,-22242.5,-9242.5,-4230.0,-4962.0,-299.0,-903.5,-608.0,-4434.5,-4810.0
2023-04-01,-22242.5,-9242.5,-4230.0,-4962.0,-299.0,-903.5,-608.0,-4434.5,-4810.0
2023-04-02,-22242.5,-9242.5,-4230.0,-4962.0,-299.0,-903.5,-608.0,-4434.5,-4810.0
2023-04-03,-22474.0,-9474.0,-4347.5,-5076.0,-299.0,-1135.0,-839.5,-4514.5,-4927.5
2023-04-04,-22352.0,-9352.0,-4216.5,-5076.0,-329.0,-989.5,-894.0,-4383.5,-4775.5
2023-04-05,-21952.0,-9422.5,-4287.0,-5146.5,-329.0,-1015.0,-919.5,-4409.0,-4846.0
2023-04-06,-22025.0,-9309.5,-4174.0,-5197.5,-165.0,-866.0,-770.5,-4245.0,-4733.0
2023-04-07,-22062.5,-9347.0,-4211.5,-5235.0,-202.5,-903.5,-808.0,-4282.5,-4770.5
2023-04-08,-22062.5,-9347.0,-4211.5,-5235.0,-202.5,-903.5,-808.0,-4282.5,-4770.5
2023-04-09,-22062.5,-9347.0,-4211.5,-5235.0,-202.5,-903.5,-808.0,-4282.5,-4770.5
2023-04-10,-21821.5,-9407.5,-4228.0,-5273.5,-224.5,-964.0,-868.5,-4343.0,-4787.0
2023-04-11,-21937.5,-9523.5,-4314.0,-5320.5,-224.5,-1080.0,-926.0,-4400.5,-4844.5
2023-04-12,-22146.5,-9335.0,-4314.0,-5332.0,-224.5,-1091.5,-937.5,-4412.0,-4656.0
2023-04-13,-22284.5,-9380.0,-4359.0,-5377.0,-224.5,-1136.5,-982.5,-4457.0,-4701.0
2023-04-14,-22443.5,-9399.5,-4204.0,-5314.0,-69.5,-1111.0,-957.0,-4302.0,-4720.5
2023-04-15,-22443.5,-9399.5,-4204.0,-5314.0,-69.5,-1111.0,-957.0,-4302.0,-4720.5
2023-04-16,-22443.5,-9399.5,-4204.0,-5314.0,-69.5,-1111.0,-957.0,-4302.0,-4720.5
2023-04-17,-22474.5,-9214.5,-4019.0,-5329.0,0.0,-926.0,-772.0,-4117.0,-4535.5
2023-04-18,-22525.5,-9265.5,-4070.0,-5349.5,-30.5,-946.5,-792.5,-4168.0,-4586.5
2023-04-19,-22700.5,-9440.5,-4210.0,-5384.5,-129.5,-1121.5,-967.5,-4217.0,-4670.5
2023-04-20,-22366.0,-9310.5,-4035.5,-5384.5,-129.5,-966.0,-812.0,-4042.5,-4540.5
2023-04-21,-22548.0,-9475.5,-4146.5,-5277.5,-129.5,-1131.0,-956.0,-4100.5,-4652.5
2023-04-22,-22548.0,-9475.5,-4146.5,-5277.5,-129.5,-1131.0,-956.0,-4100.5,-4652.5
2023-04-23,-22548.0,-9475.5,-4146.5,-5277.5,-129.5,-1131.0,-956.0,-4100.5,-4652.5
2023-04-24,-22481.5,-9409.0,-4055.5,-5302.0,-174.0,-1064.5,-889.5,-4162.0,-4586.0
2023-04-25,-22445.5,-9264.0,-3881.5,-5128.0,-203.0,-890.5,-715.5,-4017.0,-4441.0
2023-04-26,-22642.0,-9439.5,-4057.0,-5269.5,-334.0,-1066.0,-891.0,-4061.5,-4485.5
2023-04-27,-22872.5,-9346.0,-4192.5,-5151.5,-334.0,-972.5,-773.0,-4115.0,-4392.0
2023-04-28,-22585.0,-9023.0,-3869.5,-4751.5,-365.0,-849.5,-650.0,-4192.0,-4038.0
2023-04-29,-22585.0,-9023.0,-3869.5,-4751.5,-365.0,-849.5,-650.0,-4192.0,-4038.0
2023-04-30,-22585.0,-9023.0,-3869.5,-4751.5,-365.0,-849.5,-650.0,-4192.0,-4038.0
2023-05-01,-22733.5,-9157.0,-3945.0,-4870.0,-380.5,-983.5,-784.0,-4241.0,-4172.0
2023-05-02,-22748.5,-9172.0,-3960.0,-4885.0,-380.5,-998.5,-799.0,-4256.0,-4187.0
2023-05-03,-22411.0,-9416.0,-4070.0,-4985.5,-454.5,-1242.5,-1043.0,-4318.5,-4314.0
2023-05-04,-22337.0,-9342.0,-3996.0,-4883.5,-454.5,-1168.5,-969.0,-4346.5,-4240.0
2023-05-05,-22581.0,-9525.0,-4004.0,-4891.5,-506.5,-1351.5,-1152.0,-4302.5,-4196.0
2023-05-06,-22581.0,-9525.0,-4004.0,-4891.5,-506.5,-1351.5,-1152.0,-4302.5,-4196.0
2023-05-07,-22581.0,-9525.0,-4004.0,-4891.5,-506.5,-1351.5,-1152.0,-4302.5,-4196.0
2023-05-08,-22708.0,-9652.0,-4131.0,-4763.5,-506.5,-1443.0,-1243.5,-4389.5,-4323.0
2023-05-09,-22742.0,-9686.0,-4179.5,-4785.5,-506.5,-1477.0,-1292.0,-4401.5,-4357.0
2023-05-10,-22452.0,-9570.5,-4252.5,-4828.5,-506.5,-1393.0,-1208.0,-4441.0,-4208.0
2023-05-11,-22641.0,-9722.5,-4337.5,-4845.0,-506.5,-1545.0,-1360.0,-4526.0,-4293.0
2023-05-12,-22569.5,-9651.0,-4292.0,-4725.5,-564.0,-1473.5,-1288.5,-4574.0,-4221.5
2023-05-13,-22569.5,-9651.0,-4292.0,-4725.5,-564.0,-1473.5,-1288.5,-4574.0,-4221.5
2023-05-14,-22569.5,-9651.0,-4292.0,-4725.5,-564.0,-1473.5,-1288.5,-4574.0,-4221.5
2023-05-15,-22739.5,-9731.5,-4316.5,-4725.5,-564.0,-1554.0,-1313.0,-4598.5,-4246.0
2023-05-16,-22751.5,-9685.5,-4225.5,-4662.5,-564.0,-1617.5,-1376.5,-4634.0,-4200.0
2023-05-17,-22882.0,-9743.0,-4315.5,-4720.0,-564.0,-1675.0,-1434.0,-4643.0,-4245.0
2023-05-18,-22745.5,-9567.5,-4140.0,-4544.5,-564.0,-1499.5,-1258.5,-4467.5,-4069.5
2023-05-19,-22669.0,-9604.0,-4176.5,-4581.0,-564.0,-1536.0,-1295.0,-4504.0,-4106.0
2023-05-20,-22669.0,-9604.0,-4176.5,-4581.0,-564.0,-1536.0,-1295.0,-4504.0,-4106.0
2023-05-21,-22669.0,-9604.0,-4176.5,-4581.0,-564.0,-1536.0,-1295.0,-4504.0,-4106.0
2023-05-22,-22639.5,-9622.0,-4194.5,-4581.0,-564.0,-1554.0,-1313.0,-4522.0,-4124.0
2023-05-23,-22794.5,-9721.5,-4194.5,-4680.5,-564.0,-1653.5,-1412.5,-4549.0,-4223.5
2023-05-24,-22611.0,-9538.0,-4011.0,-4497.0,-564.0,-1453.5,-1212.5,-4365.5,-4040.0
2023-05-25,-22594.0,-9521.0,-3959.5,-4595.5,-564.0,-1436.5,-1195.5,-4247.5,-4012.0
2023-05-26,-22845.5,-9572.5,-4011.0,-4795.5,-597.5,-1488.0,-1247.0,-4299.0,-3863.5
2023-05-27,-22845.5,-9572.5,-4011.0,-4795.5,-597.5,-1488.0,-1247.0,-4299.0,-3863.5
2023-05-28,-22845.5,-9572.5,-4011.0,-4795.5,-597.5,-1488.0,-1247.0,-4299.0,-3863.5
2023-05-29,-22817.0,-9544.0,-3982.5,-4795.5,-616.0,-1459.5,-1218.5,-4299.0,-3835.0
2023-05-30,-22799.5,-9315.5,-3923.0,-4517.0,-416.0,-1228.0,-970.5,-3965.5,-3701.5
2023-05-31,-22923.5,-9439.5,-4044.0,-4596.5,-440.5,-1327.5,-1070.0,-4089.5,-3857.5
2023-06-01,-23255.0,-9588.0,-4192.5,-4701.5,-484.0,-1476.0,-1218.5,-4172.0,-4006.0
2023-06-02,-23321.0,-9460.5,-4065.0,-4574.0,-484.0,-1319.0,-1061.5,-4044.5,-3835.5
2023-06-03,-23321.0,-9460.5,-4065.0,-4574.0,-484.0,-1319.0,-1061.5,-4044.5,-3835.5
2023-06-04,-23321.0,-9460.5,-4065.0,-4574.0,-484.0,-1319.0,-1061.5,-4044.5,-3835.5
2023-06-05,-23121.0,-9260.5,-3865.0,-4374.0,-509.0,-1119.0,-861.5,-3844.5,-3635.5
2023-06-06,-23169.0,-9308.5,-3927.5,-4444.5,-509.0,-1167.0,-909.5,-3929.5,-3683.5
2023-06-07,-23214.5,-9269.5,-3803.0,-4270.0,-584.5,-1128.0,-785.0,-3955.0,-3594.5
2023-06-08,-23055.5,-9069.5,-3803.0,-4270.0,-584.5,-928.0,-585.0,-3955.0,-3394.5
2023-06-09,-23123.0,-8826.5,-3603.0,-3870.0,-584.5,-885.0,-542.0,-3755.0,-2994.5
2023-06-10,-23123.0,-8826.5,-3603.0,-3870.0,-584.5,-885.0,-542.0,-3755.0,-2994.5
2023-06-11,-23123.0,-8826.5,-3603.0,-3870.0,-584.5,-885.0,-542.0,-3755.0,-2994.5
2023-06-12,-23007.5,-8670.5,-3420.5,-3896.5,-584.5,-729.0,-386.0,-3599.0,-2838.5
2023-06-13,-22848.0,-8595.5,-3420.5,-3696.5,-584.5,-894.0,-551.0,-3639.0,-3104.5
2023-06-14,-22720.0,-8750.5,-3510.0,-3785.5,-584.5,-1015.0,-672.0,-3736.5,-3228.0
2023-06-15,-22754.0,-8550.5,-3310.0,-3785.5,-384.5,-815.0,-472.0,-3783.0,-3228.0
2023-06-16,-22883.5,-8531.5,-3198.5,-3935.0,-384.5,-796.0,-453.0,-3814.5,-3392.5
2023-06-17,-22883.5,-8531.5,-3198.5,-3935.0,-384.5,-796.0,-453.0,-3814.5,-3392.5
2023-06-18,-22903.5,-8551.5,-3218.5,-3955.0,-384.5,-816.0,-473.0,-3834.5,-3412.5
2023-06-19,-22957.5,-8605.5,-3259.0,-3995.5,-398.0,-870.0,-527.0,-3888.5,-3447.5
2023-06-20,-22879.5,-8527.5,-3153.0,-4044.0,-222.5,-992.0,-600.5,-3962.0,-3545.0
2023-06-21,-22698.0,-8346.0,-2971.5,-3862.5,-222.5,-810.5,-419.0,-3780.5,-3363.5
2023-06-22,-22661.5,-8309.5,-3135.0,-4026.0,-22.5,-774.0,-382.5,-3827.0,-3293.0
2023-06-23,-22391.5,-8039.5,-2935.0,-4026.0,-80.0,-446.5,-255.0,-3827.0,-3023.0
2023-06-24,-22391.5,-8039.5,-2935.0,-4026.0,-80.0,-446.5,-255.0,-3827.0,-3023.0
2023-06-25,-22404.5,-8052.5,-2948.0,-4039.0,-80.0,-459.5,-268.0,-3840.0,-3036.0
2023-06-26,-22324.5,-7856.0,-2683.0,-3729.5,-124.5,-161.0,0.0,-3775.0,-2839.5
2023-06-27,-22582.5,-7914.0,-2681.0,-3787.5,-124.5,-258.5,-97.5,-3775.0,-2837.5
2023-06-28,-22772.0,-8103.5,-2831.0,-3875.0,-194.0,-394.5,-233.5,-3802.0,-3027.0
2023-06-29,-22791.5,-8093.5,-2932.0,-3844.0,-194.0,-384.5,-334.5,-3858.0,-2972.0
2023-06-30,-22640.0,-7954.5,-2757.0,-3669.0,-230.0,-248.5,-170.5,-3683.0,-2797.0
2023-07-01,-22640.0,-7954.5,-2757.0,-3669.0,-230.0,-248.5,-170.5,-3683.0,-2797.0
2023-07-02,-22640.0,-7954.5,-2757.0,-3669.0,-230.0,-248.5,-170.5,-3683.0,-2797.0
2023-07-03,-22643.5,-7958.0,-2772.5,-3684.5,-230.0,-252.0,-174.0,-3698.5,-2797.0
2023-07-04,-22676.0,-7990.5,-2805.0,-3684.5,-230.0,-284.5,-206.5,-3731.0,-2812.5
2023-07-05,-22731.5,-8010.0,-2745.5,-3696.5,-249.0,-315.5,-237.5,-3762.0,-2829.5
2023-07-06,-22405.0,-7630.5,-2345.5,-3296.5,-249.0,0.0,0.0,-3382.5,-2450.0
2023-07-07,-22553.5,-7482.5,-2167.5,-3126.5,-249.0,-52.0,-64.0,-3234.5,-2302.0
2023-07-08,-22553.5,-7482.5,-2167.5,-3126.5,-249.0,-52.0,-64.0,-3234.5,-2302.0
2023-07-09,-22553.5,-7502.0,-2167.5,-3126.5,-249.0,-71.5,-83.5,-3254.0,-2302.0
2023-07-10,-22488.5,-7611.5,-2236.5,-3162.0,-249.0,-145.5,-157.5,-3363.5,-2411.5
2023-07-11,-22325.0,-7730.5,-2260.5,-3281.0,-249.0,-264.5,-276.5,-3439.5,-2530.5
2023-07-12,-22676.0,-7544.0,-2303.5,-3294.5,-292.0,-78.0,-90.0,-3253.0,-2344.0
2023-07-13,-22526.5,-7394.5,-2129.0,-3119.5,-292.0,0.0,0.0,-3103.5,-2194.5
2023-07-14,-22733.0,-7476.5,-2190.5,-3178.5,-292.0,-82.0,-82.0,-3185.5,-2276.5
2023-07-15,-22733.0,-7476.5,-2190.5,-3178.5,-292.0,-82.0,-82.0,-3185.5,-2276.5
2023-07-16,-22733.0,-7476.5,-2190.5,-3178.5,-292.0,-82.0,-82.0,-3185.5,-2276.5
2023-07-17,-22733.0,-7476.5,-2190.5,-3178.5,-292.0,-82.0,-82.0,-3185.5,-2276.5
2023-07-18,-22964.0,-7571.5,-2201.0,-3273.5,-302.5,-177.0,-177.0,-3196.0,-2371.5
2023-07-19,-23060.0,-7650.0,-2215.0,-3352.0,-367.0,-255.5,-255.5,-3210.0,-2450.0
2023-07-20,-23375.5,-7512.5,-2049.0,-3414.5,-367.0,-118.0,-118.0,-3072.5,-2312.5
2023-07-21,-23501.0,-7612.5,-2149.0,-3405.5,-367.0,-162.0,-83.5,-2898.0,-2358.0
2023-07-22,-23501.0,-7612.5,-2149.0,-3405.5,-367.0,-162.0,-83.5,-2898.0,-2358.0
2023-07-23,-23501.0,-7612.5,-2149.0,-3405.5,-367.0,-162.0,-83.5,-2898.0,-2358.0
2023-07-24,-23601.0,-7708.0,-2209.5,-3466.0,-427.5,-257.5,-179.0,-2933.0,-2393.0
2023-07-25,-23047.0,-7154.0,-2009.5,-3134.5,-227.5,0.0,0.0,-2955.5,-2215.5
2023-07-26,-23115.5,-7152.0,-1952.0,-3003.5,-465.5,-7.5,-7.5,-2773.5,-2075.0
2023-07-27,-22868.0,-7106.0,-1778.5,-3023.5,-465.5,-181.5,-181.5,-2600.0,-2022.0
2023-07-28,-23074.5,-7238.0,-1910.5,-3023.5,-465.5,-313.5,-313.5,-2600.0,-2022.0
2023-07-29,-23074.5,-7238.0,-1910.5,-3023.5,-465.5,-313.5,-313.5,-2600.0,-2022.0
2023-07-30,-23144.0,-7272.5,-1910.5,-3023.5,-465.5,-348.0,-348.0,-2634.5,-2056.5
2023-07-31,-23209.5,-7187.5,-1825.5,-3049.0,-465.5,-263.0,-263.0,-2549.5,-2056.5
2023-08-01,-23414.5,-7399.0,-1992.0,-3125.5,-465.5,-441.0,-441.0,-2603.5,-2158.0
2023-08-02,-23913.5,-7560.0,-2109.5,-3181.0,-465.5,-587.5,-587.5,-2702.5,-2319.0
2023-08-03,-24123.0,-7490.5,-1761.0,-2832.5,-517.0,-489.5,-689.5,-2576.5,-2249.5
2023-08-04,-23860.0,-7144.0,-1614.5,-2632.5,-517.0,-343.0,-743.0,-2576.5,-1903.0
2023-08-05,-23860.0,-7144.0,-1614.5,-2632.5,-517.0,-343.0,-743.0,-2576.5,-1903.0
2023-08-06,-23860.0,-7144.0,-1614.5,-2632.5,-517.0,-343.0,-743.0,-2576.5,-1903.0
2023-08-07,-23978.5,-7429.5,-1715.5,-2871.0,-517.0,-628.5,-1028.5,-2677.5,-1922.0
2023-08-08,-23863.5,-7314.5,-1537.0,-2734.5,-538.5,-513.5,-913.5,-2562.5,-1807.0
2023-08-09,-23486.5,-7367.0,-1555.5,-2768.5,-591.0,-566.0,-966.0,-2615.0,-1825.5
2023-08-10,-23293.5,-7338.0,-1473.0,-2631.0,-591.0,-737.0,-1137.0,-2503.0,-1767.0
2023-08-11,-23134.0,-7054.5,-1504.0,-2547.5,-591.0,-568.0,-968.0,-2534.0,-1683.5
2023-08-12,-23134.0,-7054.5,-1504.0,-2547.5,-591.0,-568.0,-968.0,-2534.0,-1683.5
2023-08-13,-23134.0,-7054.5,-1504.0,-2547.5,-591.0,-568.0,-968.0,-2534.0,-1683.5
2023-08-14,-23268.5,-7173.0,-1592.5,-2666.0,-591.0,-686.5,-1086.5,-2652.5,-1802.0
2023-08-15,-23437.0,-7294.0,-1636.5,-2756.5,-591.0,-807.5,-1207.5,-2700.5,-1896.5
2023-08-16,-23620.0,-6978.5,-1467.5,-2606.0,-626.0,-492.0,-892.0,-2550.0,-1931.5
2023-08-17,-23666.0,-7024.5,-1513.5,-2652.0,-626.0,-538.0,-938.0,-2550.0,-1977.5
2023-08-18,-23227.5,-6748.5,-1237.5,-2310.5,-626.0,-223.5,-579.5,-2430.0,-1701.5
2023-08-19,-23227.5,-6748.5,-1237.5,-2310.5,-626.0,-223.5,-579.5,-2430.0,-1701.5
2023-08-20,-23227.5,-6748.5,-1237.5,-2310.5,-626.0,-223.5,-579.5,-2430.0,-1701.5
2023-08-21,-23472.5,-6993.5,-1328.5,-2555.5,-735.0,-468.5,-824.5,-2504.5,-1872.5
2023-08-22,-23339.0,-6860.0,-1395.0,-2422.0,-601.5,-335.0,-691.0,-2533.5,-1739.0
2023-08-23,-23398.5,-6850.0,-1278.0,-2379.0,-722.5,-194.5,-550.5,-2434.0,-1727.5
2023-08-24,-23608.5,-6976.0,-1336.5,-2527.5,-722.5,-320.5,-676.5,-2537.0,-1853.5
2023-08-25,-23291.5,-7059.0,-1336.5,-2527.5,-722.5,-358.0,-714.0,-2420.0,-1736.5
2023-08-26,-23291.5,-7059.0,-1336.5,-2527.5,-722.5,-358.0,-714.0,-2420.0,-1736.5
2023-08-27,-23291.5,-7059.0,-1336.5,-2527.5,-722.5,-358.0,-714.0,-2420.0,-1736.5
2023-08-28,-22778.5,-6546.0,-736.5,-2014.5,-409.5,0.0,-401.0,-1820.0,-1223.5
2023-08-29,-22534.0,-6638.0,-818.0,-2064.5,-449.0,-92.0,-493.0,-1912.0,-1315.5
2023-08-30,-22164.0,-6268.0,-634.0,-1878.5,-249.0,0.0,-123.0,-1542.0,-945.5
2023-08-31,-22120.5,-6224.5,-590.5,-1835.0,-266.5,0.0,-79.5,-1559.5,-963.0
2023-09-01,-22100.5,-6106.5,-605.0,-1717.0,-266.5,0.0,-94.0,-1574.0,-1059.5
2023-09-02,-22100.5,-6106.5,-605.0,-1717.0,-266.5,0.0,-94.0,-1574.0,-1059.5
2023-09-03,-22100.5,-6106.5,-605.0,-1717.0,-266.5,0.0,-94.0,-1574.0,-1059.5
2023-09-04,-22049.5,-6055.5,-554.0,-1717.0,-266.5,0.0,-43.0,-1628.5,-1084.5
2023-09-05,-21873.5,-5738.5,-209.5,-1517.0,-93.0,0.0,0.0,-1455.5,-1167.0
2023-09-06,-21629.5,-5858.5,-322.5,-1653.0,-130.5,0.0,0.0,-1255.5,-1011.5
2023-09-07,-21029.5,-5258.5,0.0,-1453.0,0.0,0.0,0.0,-855.5,-411.5
2023-09-08,-20985.5,-5105.5,0.0,-1476.0,0.0,0.0,0.0,-702.5,-258.5
2023-09-09,-20985.5,-5105.5,0.0,-1476.0,0.0,0.0,0.0,-702.5,-258.5
2023-09-10,-21017.5,-5137.5,-32.0,-1476.0,0.0,-32.0,-32.0,-734.5,-290.5
2023-09-11,-21142.5,-5262.5,-157.0,-1442.0,0.0,-122.0,-122.0,-757.5,-314.5
2023-09-12,-20815.5,-5354.5,-225.0,-1466.0,0.0,-214.0,-214.0,-781.5,-338.5
2023-09-13,-21073.5,-5123.0,-193.5,-1234.5,-71.0,0.0,0.0,-628.5,-248.0
2023-09-14,-21149.0,-5198.5,-269.0,-1208.0,-71.0,-75.5,-75.5,-647.5,-323.5
2023-09-15,-21579.0,-5571.5,-269.0,-1581.0,-71.0,-248.5,-248.5,-647.5,-323.5
2023-09-16,-21579.0,-5571.5,-269.0,-1581.0,-71.0,-248.5,-248.5,-647.5,-323.5
2023-09-17,-21579.0,-5571.5,-269.0,-1581.0,-71.0,-248.5,-248.5,-647.5,-323.5
2023-09-18,-21514.0,-5620.0,-347.5,-1640.5,-78.0,-297.0,-297.0,-689.0,-335.0
2023-09-19,-21412.5,-5420.0,-147.5,-1440.5,-78.0,-97.0,-97.0,-716.5,-367.0
2023-09-20,-21335.0,-5342.5,-70.0,-1343.0,-98.0,-131.5,-131.5,-751.0,-489.5
2023-09-21,-21615.5,-5584.0,-162.0,-1541.0,-221.0,-201.5,-201.5,-799.5,-731.0
2023-09-22,-21757.5,-5553.5,-131.5,-1710.5,-255.5,-171.0,-171.0,-834.0,-666.0
2023-09-23,-21757.5,-5553.5,-131.5,-1710.5,-255.5,-171.0,-171.0,-834.0,-666.0
2023-09-24,-21757.5,-5553.5,-131.5,-1710.5,-255.5,-171.0,-171.0,-834.0,-666.0
2023-09-25,-21703.5,-5475.5,0.0,-1536.0,-255.5,-93.0,-36.0,-899.0,-588.0
2023-09-26,-22055.0,-5680.0,-204.5,-1616.0,-359.5,-314.5,-257.5,-945.0,-634.0
2023-09-27,-21714.5,-5468.0,0.0,-1605.5,-359.5,-143.5,-286.5,-774.0,-622.0
2023-09-28,-21317.5,-5117.0,0.0,-1454.5,-359.5,0.0,0.0,-774.0,-271.0
2023-09-29,-21257.0,-5056.5,-129.5,-1492.0,-359.5,0.0,0.0,-833.0,-410.5
2023-09-30,-21257.0,-5056.5,-129.5,-1492.0,-359.5,0.0,0.0,-833.0,-410.5
2023-10-01,-21257.0,-5056.5,-129.5,-1492.0,-359.5,0.0,0.0,-833.0,-410.5
2023-10-02,-21340.5,-4875.0,0.0,-1292.0,-359.5,0.0,0.0,-851.5,-429.0
2023-10-03,-21455.5,-4869.5,0.0,-1291.5,-359.5,-246.0,-246.0,-899.5,-425.5
2023-10-04,-21731.0,-5069.5,0.0,-1291.5,-359.5,-446.0,-446.0,-899.5,-425.5
2023-10-05,-21912.0,-5250.5,-150.0,-1304.0,-497.0,-596.0,-596.0,-912.0,-438.0
2023-10-06,-22374.0,-5327.5,-227.0,-1330.5,-497.0,-673.0,-673.0,-989.0,-515.0
2023-10-07,-22374.0,-5327.5,-227.0,-1330.5,-497.0,-673.0,-673.0,-989.0,-515.0
2023-10-08,-22374.0,-5327.5,-227.0,-1330.5,-497.0,-673.0,-673.0,-989.0,-515.0
2023-10-09,-22099.5,-5261.5,-361.0,-1130.5,-497.0,-607.0,-607.0,-1047.5,-449.0
2023-10-10,-22123.5,-5285.5,-385.0,-1130.5,-497.0,-631.0,-631.0,-1071.5,-473.0
2023-10-11,-22395.5,-5413.0,-512.5,-1258.0,-497.0,-758.5,-758.5,-1124.5,-526.0
2023-10-12,-22666.0,-5529.0,-565.5,-1332.0,-514.5,-855.5,-855.5,-1168.5,-649.0
2023-10-13,-22824.5,-5687.5,-724.0,-1490.5,-646.0,-1014.0,-1014.0,-1195.5,-807.5
2023-10-14,-22824.5,-5687.5,-724.0,-1490.5,-646.0,-1014.0,-1014.0,-1195.5,-807.5
2023-10-15,-22824.5,-5687.5,-724.0,-1490.5,-646.0,-1014.0,-1014.0,-1195.5,-807.5
2023-10-16,-22343.0,-5669.5,-787.5,-1409.0,-646.0,-996.0,-996.0,-1195.5,-726.0
2023-10-17,-22352.0,-5530.0,-648.0,-1249.5,-646.0,-856.5,-856.5,-1215.5,-546.0
2023-10-18,-22120.0,-5251.5,-703.5,-971.0,-659.5,-712.0,-712.0,-1071.0,-212.0
2023-10-19,-22028.5,-5007.5,-744.5,-596.5,-259.5,-668.0,-668.0,-1137.5,0.0
